name,class
邪惡,affect
鄙*,affect
鄙視,affect
酷刑,affect
酷愛,affect
酸,affect
酸甜苦辣,affect
醜,affect
醜*,affect
醜惡,affect
醜陋,affect
重擔,affect
重要,affect
野蠻,affect
鈍,affect
銘印,affect
鋌而走險,affect
錯,affect
錯亂,affect
錯誤,affect
錯過,affect
鍾愛,affect
鎮壓,affect
鎮定,affect
鎮靜,affect
長處,affect
開創,affect
開心,affect
開明,affect
開朗,affect
開玩笑,affect
開除,affect
閒散,affect
閒話,affect
閨密,affect
閨蜜,affect
關心,affect
關懷,affect
防備,affect
防衛,affect
陌生,affect
降低,affect
降級,affect
降職,affect
陰暗,affect
陰森,affect
陰沉,affect
陳腐,affect
陳舊,affect
陶醉,affect
陽光,affect
隆重,affect
隔離,affect
隨便,affect
隨意,affect
雅緻,affect
雜亂,affect
離婚,affect
難吃,affect
難堪,affect
難熬,affect
難看,affect
難聞,affect
難處,affect
難過,affect
難題,affect
震怒,affect
震顫,affect
震驚,affect
霉運,affect
靈巧,affect
靈感,affect
靈敏,affect
靈活,affect
非人,affect
非禮,affect
非難,affect
面臨,affect
革職,affect
順利,affect
頑固,affect
頑強,affect
頭昏,affect
願,affect
願意,affect
顧慮,affect
顫抖,affect
風險,affect
養育,affect
饒恕,affect
首創,affect
首要,affect
駁斥,affect
騙*,affect
騙子,affect
騙局,affect
騷動,affect
騷擾,affect
驕傲,affect
驚,affect
驚人,affect
驚呆,affect
驚喜,affect
驚喜*,affect
驚嘆,affect
驚嚇,affect
驚奇,affect
驚心,affect
驚怕,affect
驚恐,affect
驚悚,affect
驚愕,affect
驚慌,affect
驚慌*,affect
驚擾,affect
驚歎,affect
驚異,affect
驚疑,affect
驚訝,affect
驚險,affect
驚駭,affect
骯髒,affect
髒*,affect
髒亂,affect
體會,affect
體諒,affect
體貼,affect
體面,affect
高,affect
高傲,affect
高興,affect
高貴,affect
高階,affect
高雅,affect
鬆懈,affect
鬥爭,affect
鬱*,affect
魄力,affect
魅力,affect
鮮明,affect
鮮美,affect
麻木,affect
麻煩,affect
默哀,affect
黯淡,affect
鼓勵,affect
鼓舞,affect
鼻酸,affect
齷齪,affect
3q,positive
:),positive
<3,positive
ha,positive
love,positive
luv,positive
ok,positive
thx,positive
ya,positive
yeah,positive
yum,positive
yummy,positive
一流,positive
下定決心,positive
不拘小節,positive
不費力,positive
不錯,positive
主動,positive
乾杯,positive
乾淨,positive
了不起,positive
享受,positive
仁心,positive
仁愛,positive
仁慈,positive
仁義,positive
仁術,positive
仔細,positive
付出,positive
伴侶,positive
伶俐,positive
作品,positive
佳*,positive
依戀,positive
俊美,positive
俐落,positive
保證,positive
保護,positive
信任,positive
信奉,positive
信實,positive
信心,positive
信服,positive
信義,positive
信譽,positive
信賴,positive
值得,positive
值錢,positive
偉大,positive
偏愛,positive
健康,positive
健美,positive
傑出,positive
傳情,positive
傻笑,positive
像樣,positive
僥倖,positive
優,positive
優勝,positive
優勢,positive
優惠,positive
優於,positive
優秀,positive
優美,positive
優良,positive
優雅,positive
優點,positive
允諾,positive
充沛,positive
光亮,positive
光彩,positive
光榮,positive
光輝,positive
免費,positive
公平,positive
公正,positive
典範,positive
冒險,positive
冠軍,positive
冷靜,positive
凱旋,positive
出色,positive
分享,positive
利潤,positive
創作,positive
創建,positive
創立,positive
創造,positive
創造力,positive
功勞,positive
助人,positive
勇士,positive
勇敢,positive
勇氣,positive
動人,positive
動聽,positive
勝利,positive
勝過,positive
卓越,positive
協助,positive
博學,positive
博愛,positive
原諒,positive
及時,positive
友*,positive
友善,positive
受寵,positive
受惠,positive
可人,positive
可以,positive
可信,positive
可口,positive
可愛,positive
可靠,positive
合宜,positive
合法,positive
合理,positive
同情,positive
同意,positive
吸引,positive
吻,positive
周到,positive
呵呵,positive
和事佬,positive
和善,positive
和平,positive
和煦,positive
和睦,positive
和藹,positive
和諧,positive
咯咯笑,positive
品德,positive
品行,positive
哈,positive
哈哈,positive
善心,positive
善意,positive
善於交際,positive
善良,positive
喜上眉稍,positive
喜出望外,positive
喜劇,positive
喜宴,positive
喜形於色,positive
喜從天降,positive
喜悅,positive
喜愛,positive
喜慶,positive
喜極而泣,positive
喜歡,positive
喜氣*,positive
喝采,positive
嘉獎,positive
嘻,positive
嘻嘻,positive
嘿嘿,positive
回春,positive
圓滿,positive
坦率,positive
坦白,positive
坦誠,positive
堂皇,positive
堅固,positive
堅定,positive
堅強,positive
堅決,positive
壯觀,positive
壯闊,positive
壯麗,positive
外向,positive
夢想,positive
大,positive
大方,positive
大笑,positive
大膽,positive
天堂,positive
天才,positive
天資,positive
天賦,positive
奇妙,positive
奉獻,positive
女傑,positive
好,positive
好吃,positive
好哇,positive
好感,positive
好棒,positive
好極,positive
好玩,positive
好笑,positive
好處,positive
好運,positive
娛樂,positive
嫵媚,positive
嬉笑*,positive
嬉鬧,positive
孝,positive
孝敬,positive
孝順,positive
安全,positive
安寧,positive
安心,positive
安慰,positive
安穩,positive
安逸,positive
安靜,positive
完備,positive
完善,positive
完美,positive
宏偉,positive
宏大,positive
宜人,positive
客氣,positive
容光煥發,positive
容易,positive
密友,positive
富,positive
富有,positive
富裕,positive
富豪,positive
寧靜,positive
寬大,positive
寬容,positive
寬恕,positive
寵愛,positive
寶貝,positive
寶貴,positive
尊嚴,positive
尊敬,positive
尊榮,positive
尊貴,positive
尊重,positive
崇拜,positive
崇高,positive
工整,positive
巧妙,positive
希望,positive
帥,positive
帥氣,positive
幫助,positive
幫忙,positive
幫手,positive
平和,positive
平安,positive
平穩,positive
平靜,positive
幸好,positive
幸福,positive
幸運,positive
幻想,positive
幽默,positive
庇護,positive
引人注目,positive
強,positive
強健,positive
強勁,positive
強壯,positive
很棒,positive
得意,positive
得意洋洋,positive
得體,positive
從容,positive
復甦,positive
復興,positive
微笑,positive
微醺,positive
德行,positive
心愛,positive
心胸寬大,positive
忠,positive
忠孝,positive
忠實,positive
忠心,positive
忠誠,positive
快樂,positive
思念,positive
思鄉,positive
性感,positive
恩典,positive
恩惠,positive
恬*,positive
恰好,positive
悅耳,positive
悠閒,positive
情人,positive
想像,positive
想像力,positive
想念,positive
愉*,positive
愉快,positive
愉悅,positive
愛,positive
愛人,positive
愛好,positive
愛心,positive
愛情,positive
愛慕,positive
愛戀,positive
愛護,positive
感恩,positive
感激,positive
感興趣,positive
感謝,positive
慈善,positive
慈悲,positive
慈祥,positive
慶典,positive
慶功,positive
慶幸,positive
慶生,positive
慶祝,positive
慶賀,positive
慷慨,positive
慾望,positive
憐憫,positive
懷念,positive
戀人,positive
戀愛,positive
成功,positive
成就,positive
才智,positive
才能,positive
才華,positive
扶持,positive
承諾,positive
把握,positive
投入,positive
抱,positive
拯救,positive
挑戰,positive
挑逗,positive
振作,positive
振奮,positive
推崇,positive
換帖,positive
摯友,positive
摯情,positive
摯愛,positive
摯誠,positive
撫慰,positive
撫育,positive
擁抱,positive
擁護,positive
擅長,positive
操守,positive
支持,positive
支撐,positive
收穫,positive
改善,positive
改進,positive
放心,positive
放鬆,positive
效率,positive
敏捷,positive
敏銳,positive
敬意,positive
敬畏,positive
敬重,positive
整潔,positive
整齊,positive
明亮,positive
明智,positive
時髦,positive
景仰,positive
智慧,positive
智能,positive
暖,positive
暖和,positive
最佳,positive
最喜歡,positive
最好,positive
最愛,positive
有利,positive
有助,positive
有效,positive
有用,positive
有益,positive
有興趣,positive
有趣,positive
有錢,positive
朋友,positive
期望,positive
期盼,positive
果斷,positive
柔,positive
柔和,positive
栩栩如生,positive
棒,positive
極好,positive
極樂,positive
榮幸,positive
榮耀,positive
榮譽,positive
樂,positive
樂不*,positive
樂善*,positive
樂園,positive
樂在其中,positive
樂天,positive
樂子,positive
樂得,positive
樂意,positive
樂此*,positive
樂而*,positive
樂觀,positive
樂觀*,positive
樂趣,positive
機敏,positive
機警,positive
機靈,positive
欣喜,positive
欣喜*,positive
欣慰,positive
欣欣*,positive
欣然,positive
欣賞,positive
欽佩,positive
款待,positive
歎為觀止,positive
歡呼,positive
歡喜*,positive
歡天喜地,positive
歡心,positive
歡愉,positive
歡樂,positive
歡欣*,positive
歡歡喜喜,positive
歡笑,positive
歡聚*,positive
歡聲*,positive
歡迎,positive
歡送,positive
正,positive
正妹,positive
正派,positive
正當,positive
正直,positive
正統,positive
正面,positive
死黨,positive
殷勤,positive
毅然,positive
氣派,positive
決定,positive
決心,positive
沉著,positive
治療,positive
治癒,positive
沾沾自喜,positive
活力,positive
活潑,positive
活躍,positive
流行,positive
浪漫,positive
淨土,positive
深思,positive
深情,positive
深愛,positive
清楚,positive
渴望,positive
溫和,positive
溫情,positive
溫暖,positive
溫柔,positive
溫馨,positive
滿意,positive
滿足,positive
漂亮,positive
潔淨,positive
激勵,positive
激情,positive
瀟灑,positive
無憂無慮,positive
無懼,positive
無畏,positive
熱切,positive
熱心,positive
熱情,positive
熱愛,positive
熱烈,positive
熱絡,positive
熱衷,positive
燦爛,positive
爽,positive
爽心*,positive
爽快,positive
爽朗,positive
牢靠,positive
狂喜,positive
狂笑,positive
獎,positive
獎助,positive
獎勵,positive
獎品,positive
獎學金,positive
獎杯,positive
獎牌,positive
獎狀,positive
獎章,positive
獎賞,positive
獎金,positive
獨創,positive
獲勝,positive
獲獎,positive
玩,positive
玩樂,positive
玩笑,positive
玩耍,positive
珍奇,positive
珍惜,positive
珍愛,positive
珍藏,positive
珍視,positive
珍貴,positive
理性,positive
理想,positive
理智,positive
甜,positive
甜密,positive
甜心,positive
甜甜*,positive
甜美,positive
甜蜜,positive
甜言*,positive
甜頭,positive
生動,positive
生命力,positive
生氣勃勃,positive
疼愛,positive
痊癒,positive
癒合,positive
益處,positive
盡善盡美,positive
相信,positive
盼望,positive
真實,positive
真理,positive
真誠,positive
知己,positive
知足,positive
確信,positive
確定,positive
祝福,positive
祝賀,positive
神聖,positive
福利,positive
福氣,positive
福祉,positive
禮節,positive
禮貌,positive
秀麗,positive
稱讚,positive
積極,positive
穩健,positive
突出,positive
端正,positive
笑,positive
笑容,positive
笑死,positive
笑翻,positive
笑話,positive
答應,positive
簡單,positive
簡潔,positive
精彩,positive
精心,positive
精確,positive
精美,positive
細心,positive
結實,positive
絕妙,positive
絢麗,positive
纏綿,positive
美人,positive
美化,positive
美味,positive
美夢*,positive
美好,positive
美妙,positive
美德,positive
美滿,positive
美麗,positive
義,positive
耀眼,positive
耶,positive
聰明,positive
聰明才智,positive
肯定,positive
能幹,positive
膽量,positive
自信,positive
自在,positive
自尊,positive
自由,positive
自豪,positive
至善,positive
至喜,positive
至高無上,positive
興奮,positive
興旺,positive
興致,positive
興趣,positive
興高采烈,positive
舒坦,positive
舒服,positive
舒適,positive
良*,positive
良好,positive
英俊,positive
英勇,positive
英明,positive
英雄,positive
英雄氣概,positive
茁壯,positive
莊嚴,positive
莊重,positive
華美,positive
華麗,positive
萬歲,positive
著迷,positive
虔誠,positive
融洽,positive
衷心,positive
被吸引,positive
親,positive
親信,positive
親切,positive
親吻,positive
親和,positive
親愛,positive
親愛的,positive
解決,positive
解脫,positive
討喜,positive
許諾,positive
詼諧,positive
認可,positive
誘人,positive
誠,positive
誠實,positive
誠心,positive
調情,positive
調解,positive
諾言,positive
謝天謝地,positive
謝意,positive
謝謝,positive
謹慎,positive
護,positive
變美,positive
讚,positive
讚不絕口,positive
讚佩,positive
讚嘆,positive
讚揚,positive
讚歎,positive
讚美,positive
讚譽,positive
讚賞,positive
豐富,positive
豪傑,positive
豪爽,positive
豪華,positive
貢獻,positive
贈與,positive
贊同,positive
贊成,positive
贊許,positive
贏,positive
贏取,positive
贏得,positive
贏錢,positive
走運,positive
輕快,positive
輕鬆,positive
輝煌,positive
迷人,positive
逗趣,positive
遊戲,positive
適合,positive
適宜,positive
適時,positive
適當,positive
酷愛,positive
重要,positive
鍾愛,positive
鎮定,positive
鎮靜,positive
長處,positive
開創,positive
開心,positive
開明,positive
開朗,positive
開玩笑,positive
閨密,positive
閨蜜,positive
關心,positive
關懷,positive
陶醉,positive
陽光,positive
雅緻,positive
靈巧,positive
靈感,positive
靈敏,positive
靈活,positive
順利,positive
願意,positive
養育,positive
驕傲,positive
驚人,positive
驚喜,positive
驚喜*,positive
驚奇,positive
驚歎,positive
驚訝,positive
體會,positive
體諒,positive
體貼,positive
體面,positive
高,positive
高興,positive
高貴,positive
高階,positive
高雅,positive
魄力,positive
魅力,positive
鮮明,positive
鮮美,positive
鼓勵,positive
鼓舞,positive
):,negative
:(,negative
fuck,negative
shit,negative
yuck,negative
一無所有,negative
七竅生煙,negative
上當,negative
下流,negative
下等,negative
不,negative
不仁,negative
不便,negative
不公平,negative
不准,negative
不利,negative
不友善,negative
不受,negative
不善,negative
不喜歡,negative
不好,negative
不安,negative
不定,negative
不宜,negative
不小心,negative
不屑,negative
不平,negative
不幸,negative
不悅,negative
不愛,negative
不懷好意,negative
不服,negative
不滿,negative
不滿足,negative
不爽,negative
不甘,negative
不當,negative
不知所措,negative
不祥,negative
不穩,negative
不符,negative
不耐,negative
不耐煩,negative
不要,negative
不解,negative
不貞,negative
不足,negative
不適,negative
不靈,negative
不順,negative
不顧,negative
不顧一切,negative
世仇,negative
丟下,negative
丟人,negative
丟人現眼,negative
丟棄,negative
丟臉,negative
中斷,negative
乏味,negative
乖僻,negative
亂,negative
事故,negative
交戰,negative
人心惶惶,negative
仇,negative
仇人,negative
仇恨,negative
仇敵,negative
仇殺,negative
仇視,negative
他媽的,negative
任性,negative
仿冒,negative
低下,negative
低沉,negative
低矮,negative
低等,negative
低能,negative
低能兒,negative
低落,negative
低迷,negative
佔便宜,negative
作嘔,negative
作弊,negative
侮辱,negative
侵佔,negative
侵害,negative
侵擾,negative
侵犯,negative
侵略,negative
侵略國,negative
侵襲,negative
侷促,negative
俗,negative
俗氣,negative
倒楣,negative
倒霉,negative
倔強,negative
假裝,negative
偏執,negative
偏執狂,negative
偏見,negative
偷,negative
偷取,negative
偷竊,negative
偽善,negative
偽造,negative
傲慢,negative
債務,negative
傷,negative
傷亡,negative
傷人,negative
傷勢,negative
傷口,negative
傷天害理,negative
傷害,negative
傷心*,negative
傷悲,negative
傷感*,negative
傷殘,negative
傷痕*,negative
傷痛,negative
傷神,negative
傻子,negative
傻瓜,negative
僵住,negative
僵冷,negative
僵化,negative
僵局,negative
僵持*,negative
僵硬,negative
優柔寡斷,negative
元兇,negative
兇*,negative
兇惡,negative
入侵,negative
內疚,negative
內疚感,negative
八卦,negative
公憤,negative
冒充,negative
冒昧,negative
冒犯,negative
冷,negative
冷淡,negative
冷漠,negative
冷酷,negative
凌亂,negative
凶*,negative
凶惡,negative
凶殘,negative
凶猛,negative
分心,negative
分歧,negative
分裂,negative
判刑,negative
刺傷,negative
刺痛,negative
刺眼,negative
刺耳,negative
刻薄,negative
剝奪,negative
割,negative
創傷,negative
劣*,negative
劣勢,negative
勉強,negative
動怒,negative
動搖,negative
動盪,negative
勢利,negative
勾引,negative
卑劣,negative
卑微,negative
卑鄙,negative
危*,negative
危險,negative
厄運,negative
厭世,negative
厭倦,negative
厭惡,negative
厭煩,negative
厭食,negative
反叛,negative
反對,negative
反常,negative
反感,negative
反抗,negative
反派,negative
反胃,negative
反駁,negative
取笑,negative
受不了,negative
受傷,negative
受害,negative
受害者,negative
受罪,negative
受苦,negative
受虐,negative
受騙,negative
叛亂,negative
口吃,negative
古怪,negative
叫喊,negative
可厭,negative
可怕,negative
可恥,negative
可悲,negative
可惡,negative
可憎,negative
可憐,negative
可畏,negative
可笑,negative
可鄙,negative
吃醋,negative
吃驚,negative
同情,negative
吝嗇,negative
否定,negative
否認,negative
含糊,negative
吹毛求疵,negative
吼叫,negative
呆*,negative
呆的,negative
呸,negative
呼天搶地,negative
咆嘯,negative
咒罵,negative
咬牙切齒,negative
哀傷,negative
哀怨,negative
哀愁,negative
哀慟,negative
哀求,negative
哀淒,negative
哀痛,negative
哀號,negative
哄騙,negative
哭喊,negative
哭泣,negative
哭訴,negative
哭鬧,negative
哽咽,negative
唉聲,negative
唐突,negative
問題,negative
啜泣,negative
喜怒無常,negative
喜新厭舊,negative
喪偶,negative
喪失,negative
喪心*,negative
喪志,negative
喪氣,negative
喪生,negative
喪盡*,negative
喪禮,negative
喪膽,negative
喪親,negative
單獨,negative
嗚咽,negative
嘆,negative
嘆息,negative
嘆氣,negative
嘔吐,negative
嘮叨,negative
嘲弄,negative
嘲笑,negative
嘲罵,negative
嘲諷,negative
噁,negative
噁心,negative
嚇*,negative
嚇人,negative
嚴厲,negative
嚴峻,negative
嚴格,negative
嚴肅,negative
嚴酷,negative
嚴重,negative
困*,negative
困惑,negative
困擾,negative
困難,negative
固執,negative
坎坷,negative
垃圾,negative
埋怨,negative
執拗,negative
報仇,negative
報復,negative
墮落,negative
壓制,negative
壓力,negative
壓抑,negative
壓迫,negative
壞,negative
壞事,negative
壞人,negative
壞心,negative
壞死,negative
壞的,negative
壞處,negative
壞蛋,negative
壞話,negative
壞運,negative
外傷,negative
外行,negative
多疑,negative
多餘,negative
夢魘,negative
大叫,negative
失去,negative
失控,negative
失敗,negative
失望,negative
失眠,negative
失誤,negative
奇怪,negative
奇特,negative
奇異,negative
奚落,negative
好鬥,negative
妄想,negative
妒忌,negative
妓女,negative
妨害,negative
妨礙,negative
威脅,negative
娼妓,negative
婊子,negative
媽的,negative
嫉*,negative
嫉妒,negative
嫌*,negative
孤*,negative
孤單,negative
孤獨,negative
宅,negative
害怕,negative
害羞,negative
害臊,negative
害蟲,negative
宿醉,negative
寂寞,negative
寂寥,negative
寒酸,negative
對抗,negative
對質,negative
小偷,negative
小氣,negative
尖叫,negative
尷尬,negative
屁眼,negative
岔開,negative
巫婆,negative
巫術,negative
差,negative
差勁,negative
干擾,negative
平凡,negative
平庸,negative
幹,negative
幼稚,negative
廢物,negative
弄壞,negative
弄痛,negative
弱,negative
弱點,negative
強勢,negative
強姦,negative
強暴犯,negative
強求,negative
強烈,negative
強硬,negative
強迫,negative
後悔,negative
徒勞,negative
徒勞無功,negative
徒然,negative
得罪,negative
徘徊,negative
復仇,negative
徬徨,negative
微弱,negative
心灰意冷,negative
心煩,negative
心煩意亂,negative
心痛,negative
心碎,negative
心神不定,negative
心神不寧,negative
心酸,negative
忌妒,negative
忍*,negative
忐忑*,negative
忘恩負義,negative
忽略,negative
忽視,negative
怒,negative
怒不*,negative
怒吼,negative
怒斥,negative
怒氣*,negative
怒火*,negative
怒目*,negative
怒罵,negative
怒色,negative
怒視,negative
怕,negative
怕生,negative
怕羞,negative
怠慢,negative
性騷擾,negative
怨恨,negative
怪,negative
怪人,negative
怪異,negative
怪胎,negative
怪誕,negative
恍惚,negative
恐嚇,negative
恐怖,negative
恐慌,negative
恐懼,negative
恥辱,negative
恨*,negative
恭維,negative
悔之*,negative
悔恨,negative
悔悟,negative
悔意,negative
悔改,negative
悔過,negative
患病,negative
悲傷,negative
悲劇,negative
悲哀,negative
悲悽,negative
悲情,negative
悲愁,negative
悲慘,negative
悲慟,negative
悲憤,negative
悲憫,negative
悲痛,negative
悲苦,negative
悲觀,negative
悶,negative
悶悶不樂,negative
情緒,negative
情緒化,negative
惋惜,negative
惡人,negative
惡作劇,negative
惡劣,negative
惡化,negative
惡名昭彰,negative
惡夢,negative
惡性,negative
惡意,negative
惡毒,negative
惡狠狠,negative
惡耗,negative
惡臭,negative
惡言,negative
惡運,negative
惡鬥,negative
惡魔,negative
惱*,negative
惱人,negative
惱怒,negative
惶*,negative
惹惱,negative
愁,negative
愁*,negative
愚弄,negative
愚笨,negative
愚蠢,negative
感傷,negative
愧*,negative
慌*,negative
慘,negative
慘*,negative
憂傷,negative
憂勞,negative
憂心,negative
憂心*,negative
憂患*,negative
憂愁,negative
憂慮,negative
憂煩,negative
憂鬱,negative
憎*,negative
憐憫,negative
憤*,negative
憤怒,negative
憤恨,negative
懊悔,negative
懊惱,negative
懦*,negative
懦夫,negative
懲罰,negative
懶惰,negative
懶散,negative
懷疑,negative
懼怕,negative
成見,negative
戒心,negative
戰亂,negative
戰敗,negative
戰火,negative
戰爭,negative
戰鬥,negative
戲弄,negative
打,negative
打仗,negative
打岔,negative
打擊,negative
打擾,negative
打攪,negative
打敗,negative
打斷,negative
打架,negative
打破,negative
扭曲,negative
批判,negative
批評,negative
抑制,negative
抑鬱,negative
抗爭,negative
抗議,negative
折磨,negative
抨擊,negative
抱怨,negative
抱歉,negative
抵制,negative
拋棄,negative
拒絕,negative
拙劣,negative
拮据,negative
拷問,negative
拷打,negative
指責,negative
挑剔,negative
挑釁,negative
挖苦,negative
挫折,negative
挫敗,negative
掃興,negative
排斥,negative
掙扎,negative
掛心,negative
掛念,negative
掛慮,negative
控制,negative
控訴,negative
提心吊膽,negative
提心弔膽,negative
提防,negative
插嘴,negative
損人*,negative
損傷,negative
損壞,negative
損失,negative
損害,negative
搏鬥,negative
搖頭,negative
摧毀,negative
撒謊,negative
擊敗,negative
操,negative
操勞,negative
操心,negative
擔心,negative
擔憂,negative
擾亂,negative
擾人,negative
攪亂,negative
支配,negative
攻勢,negative
攻擊,negative
放下,negative
放任,negative
放屁,negative
放棄,negative
放縱,negative
故障,negative
敏感,negative
敗壞,negative
散漫,negative
敵人,negative
敵對,negative
敵意,negative
敵視,negative
昏亂,negative
昏沉,negative
昏頭*,negative
易怒,negative
智障,negative
暴力,negative
暴怒,negative
暴躁,negative
曲解,negative
書呆子,negative
有害,negative
有罪,negative
杞人憂天,negative
枉然,negative
柔腸寸斷,negative
棘手,negative
業障,negative
樂極生悲,negative
欠債,negative
欠扁,negative
欠揍,negative
次等,negative
次級,negative
欲絕,negative
欺*,negative
欺詐,negative
欺負,negative
欺騙,negative
歧視,negative
歪曲,negative
歸咎,negative
死,negative
死不*,negative
死亡,negative
死人,negative
死刑,negative
死對頭,negative
死心,negative
死期,negative
死氣*,negative
死當,negative
死路,negative
殘廢,negative
殘忍,negative
殘暴,negative
殘酷,negative
殺,negative
殺死,negative
毀傷,negative
毀壞,negative
毀掉,negative
毀損,negative
毀敗,negative
毀棄,negative
毀滅,negative
毀滅性,negative
毀謗,negative
毒*,negative
毛骨悚然,negative
毫無,negative
氣急敗壞,negative
氣憤,negative
氣餒,negative
污穢,negative
沉悶,negative
沉迷,negative
沉重,negative
沒用,negative
沮喪,negative
沾沾自喜,negative
泣,negative
洩氣,negative
流淚,negative
消極,negative
消沉,negative
消滅,negative
淚流滿面,negative
淚珠,negative
淡漠,negative
淫婦,negative
淫蕩,negative
混亂,negative
混帳,negative
混淆,negative
混蛋,negative
淹沒,negative
減弱,negative
滑稽,negative
漠不關心,negative
漫不經心,negative
激動,negative
激怒,negative
激烈,negative
濫用,negative
灰心,negative
災*,negative
災禍,negative
災難,negative
炫耀,negative
為難,negative
無,negative
無力,negative
無助,negative
無吸引力,negative
無味,negative
無奈,negative
無情,negative
無意義,negative
無感,negative
無效,negative
無望,negative
無法防備,negative
無理,negative
無用,negative
無益,negative
無知,negative
無神,negative
無禮,negative
無精打采,negative
無聊,negative
無能,negative
無腦妹,negative
無視,negative
無趣,negative
無足輕重,negative
無防備,negative
焦急,negative
焦慮,negative
焦躁,negative
煎熬,negative
煩,negative
煩亂,negative
煩人,negative
煩勞,negative
煩心,negative
煩忙,negative
煩悶,negative
煩惱,negative
煩愁,negative
煩擾,negative
煩瑣,negative
煩膩,negative
煩躁,negative
煩雜,negative
爆發,negative
爛,negative
爛人,negative
爛咖,negative
爛貨,negative
爭吵,negative
爭論,negative
爽約,negative
牢騷,negative
特異,negative
牽掛,negative
犧牲,negative
犯法,negative
犯罪,negative
狂怒,negative
狂暴,negative
狂熱,negative
狂躁,negative
狗娘養的,negative
狗屁,negative
狠心,negative
狡猾,negative
狡詐,negative
狹小,negative
狹隘,negative
猛烈,negative
猜疑,negative
猶疑,negative
猶豫,negative
王八蛋,negative
玷污,negative
瑣事,negative
瑣碎,negative
生厭,negative
生氣,negative
生疏,negative
生病,negative
異常,negative
異議,negative
畸形,negative
疏忽,negative
疏漏,negative
疑心*,negative
疑惑,negative
疑慮,negative
疑懼,negative
疑神*,negative
疑難,negative
疑點,negative
疲乏,negative
疲倦,negative
疲勞,negative
疲弱,negative
疲憊,negative
疲於奔命,negative
疲累,negative
疼,negative
疼痛,negative
病,negative
痛,negative
痛不欲生,negative
痛哭流涕,negative
痛苦,negative
痛苦地,negative
痲痹,negative
瘋*,negative
瘋狂,negative
瘸,negative
瘸*,negative
發怒,negative
發愁,negative
發抖,negative
發牢騷,negative
發狂,negative
發臭,negative
白痴,negative
白癡,negative
盛怒,negative
盜,negative
目瞪口呆,negative
看不起,negative
眼淚,negative
眼花撩亂,negative
眾怒,negative
瞧不起,negative
矛盾,negative
破壞,negative
破壞性,negative
破滅,negative
神經病,negative
神經質,negative
禁忌,negative
禁止,negative
禍*,negative
私生子,negative
積怨,negative
空洞,negative
空虛,negative
窒息,negative
窒礙*,negative
窮,negative
窮乏,negative
窮困,negative
竊賊,negative
笨,negative
笨手笨腳,negative
笨拙,negative
笨蛋,negative
筋疲力竭,negative
粗俗,negative
粗心,negative
粗暴,negative
粗糙,negative
粗重,negative
粗野,negative
粗魯,negative
精疲,negative
精疲力盡,negative
精疲力竭,negative
糊塗,negative
糟,negative
糟糕,negative
糟蹋,negative
糟透,negative
約束,negative
紛爭,negative
索然無味,negative
累,negative
結巴,negative
絕望,negative
統治,negative
緊張,negative
緊繃,negative
繁瑣,negative
繃緊,negative
纏訟,negative
纏身,negative
缺乏,negative
缺失,negative
缺少,negative
缺德,negative
缺憾,negative
缺陷,negative
缺點,negative
罪,negative
罪人,negative
罪名,negative
罪大惡極,negative
罪孽*,negative
罪惡,negative
罪惡*,negative
罪惡感,negative
罪犯,negative
罪行,negative
罪過,negative
罹難,negative
羞怯,negative
羞恥,negative
羞愧,negative
羞憤,negative
羞辱,negative
義憤,negative
老舊,negative
耗盡,negative
肝腸寸斷,negative
背叛,negative
胡扯,negative
脅迫,negative
脆弱,negative
脾氣,negative
腐壞,negative
腐敗,negative
腐朽,negative
腐爛,negative
腐臭,negative
膩,negative
膽小,negative
膽怯,negative
自以為是,negative
自利,negative
自卑,negative
自大,negative
自我,negative
自我中心,negative
自暴自棄,negative
自甘墮落,negative
自私,negative
自負,negative
自責,negative
臭,negative
臭名,negative
臭名遠播,negative
臭味,negative
臭氣,negative
致命,negative
艱困,negative
艱深,negative
艱澀,negative
艱苦,negative
艱辛,negative
艱鉅,negative
艱險,negative
艱難,negative
花招,negative
苛刻,negative
苛求,negative
苦,negative
苦惱,negative
苦臉,negative
茫然,negative
草率,negative
荒唐,negative
荒謬,negative
萬念俱灰,negative
落伍,negative
落空,negative
蒙羞,negative
蔑視,negative
蕩婦,negative
虐待,negative
處罰,negative
虛弱,negative
虛榮,negative
虧損,negative
蠢,negative
蠢*,negative
蠢妞,negative
蠢材,negative
蠢樣,negative
蠢蛋,negative
蠢豬,negative
蠢貨,negative
衝擊,negative
衝突,negative
衰,negative
衰弱,negative
衰微,negative
衰敗,negative
衰老,negative
衰退,negative
褫奪,negative
褻瀆,negative
觸怒,negative
觸景傷情,negative
觸目驚心,negative
討厭,negative
討厭鬼,negative
訴苦,negative
詐欺,negative
詐騙,negative
詛咒,negative
詭計,negative
該死,negative
誤,negative
誤會,negative
誤解,negative
說謊,negative
說長道短,negative
調戲,negative
諷刺,negative
謀殺,negative
譏*,negative
警告,negative
譴責,negative
變動,negative
變味,negative
變態,negative
變質,negative
負債,negative
負心,negative
負擔,negative
貧困,negative
貧病*,negative
貧窮,negative
貧苦,negative
貧賤,negative
貪,negative
貪圖,negative
貪婪,negative
貪心,negative
貪念,negative
貪慾,negative
貪求*,negative
貪汙,negative
貪污,negative
貪生*,negative
責備,negative
貶低,negative
費力,negative
賊*,negative
賤,negative
