name,class
wisely,positive
wiser,positive
wisest,positive
won,positive
wonderful,positive
wonderfully,positive
worship,positive
worthwhile,positive
wow,positive
yay,positive
yum,positive
yummy,positive
):,negative
:(,negative
abandon,negative
abuse,negative
abusi,negative
ache,negative
aching,negative
advers,negative
afraid,negative
aggravat,negative
aggress,negative
aggressed,negative
aggresses,negative
aggressing,negative
aggression,negative
aggressive,negative
aggressively,negative
aggressor,negative
agitat,negative
agoniz,negative
agony,negative
alarm,negative
alone,negative
anger,negative
angrier,negative
angriest,negative
angry,negative
anguish,negative
annoy,negative
annoyed,negative
annoying,negative
annoys,negative
antagoni,negative
anxiety,negative
anxious,negative
anxiously,negative
anxiousness,negative
apath,negative
appall,negative
apprehens,negative
argh,negative
argu,negative
arrogan,negative
asham,negative
assault,negative
asshole,negative
attack,negative
aversi,negative
avoid,negative
awful,negative
awkward,negative
bad,negative
badly,negative
bashful,negative
bastard,negative
battl,negative
beaten,negative
bereave,negative
bitch,negative
bitter,negative
bitterly,negative
bitterness,negative
blam,negative
bore,negative
boring,negative
bother,negative
broke,negative
brutal,negative
burden,negative
careless,negative
cheat,negative
coldly,negative
complain,negative
condemn,negative
confront,negative
confuse,negative
confused,negative
confusedly,negative
confusing,negative
contempt,negative
contradic,negative
crap,negative
crappy,negative
crazy,negative
cried,negative
cries,negative
critical,negative
critici,negative
crude,negative
crudely,negative
cruel,negative
crueler,negative
cruelest,negative
cruelty,negative
crushed,negative
cry,negative
crying,negative
cunt,negative
curse,negative
cut,negative
cynic,negative
damag,negative
damn,negative
danger,negative
dangerous,negative
dangerously,negative
dangers,negative
daze,negative
decay,negative
deceptive,negative
deceiv,negative
defeat,negative
defect,negative
defenc,negative
defend,negative
defense,negative
defenseless,negative
defensive,negative
defensively,negative
defensiveness,negative
degrad,negative
demean,negative
demot,negative
denial,negative
depress,negative
depriv,negative
despair,negative
desperat,negative
despis,negative
destroy,negative
destruct,negative
destructed,negative
destruction,negative
destructive,negative
destructiveness,negative
devastat,negative
devil,negative
difficult,negative
difficulties,negative
difficulty,negative
disadvantag,negative
disagree,negative
disappoint,negative
disaster,negative
discomfort,negative
discourag,negative
disgrac,negative
disgust,negative
dishearten,negative
dishonor,negative
disillusion,negative
dislike,negative
disliked,negative
dislikes,negative
disliking,negative
dismay,negative
disreput,negative
diss,negative
dissatisf,negative
distraught,negative
distress,negative
distrust,negative
disturb,negative
domina,negative
doom,negative
dork,negative
doubt,negative
dread,negative
dull,negative
dumb,negative
dumbass,negative
dumber,negative
dumbest,negative
dummy,negative
dump,negative
dwell,negative
egotis,negative
embarrass,negative
emotional,negative
emptier,negative
emptiest,negative
emptiness,negative
empty,negative
enemie,negative
enemy,negative
enrag,negative
envie,negative
envious,negative
envy,negative
evil,negative
excruciat,negative
exhaust,negative
fail,negative
fake,negative
fatal,negative
fatigu,negative
fault,negative
fear,negative
feared,negative
fearful,negative
fearing,negative
fears,negative
feroc,negative
feud,negative
fiery,negative
fight,negative
fired,negative
flunk,negative
foe,negative
fool,negative
fooled,negative
fooling,negative
foolish,negative
foolishly,negative
fools,negative
forbade,negative
forbid,negative
forbidden,negative
forbidding,negative
forbids,negative
fought,negative
frantic,negative
freak,negative
fright,negative
frustrat,negative
fuck,negative
fucked,negative
fucker,negative
fuckface,negative
fuckh,negative
fuckin,negative
fucks,negative
fucktard,negative
fucktwat,negative
fuckwad,negative
fume,negative
fuming,negative
furious,negative
fury,negative
geek,negative
gloom,negative
gloomier,negative
gloomiest,negative
gloomily,negative
gloominess,negative
gloomy,negative
goddam,negative
good-for-nothing,negative
gossip,negative
grave,negative
greed,negative
grief,negative
griev,negative
grim,negative
grimac,negative
grimly,negative
gross,negative
grossed,negative
grosser,negative
grossest,negative
grossing,negative
grossly,negative
grossness,negative
grouch,negative
grr,negative
grudg,negative
guilt,negative
guilt-trip,negative
guiltier,negative
guiltiest,negative
guilty,negative
hangover,negative
harass,negative
harm,negative
harmed,negative
harmful,negative
harmfully,negative
harmfulness,negative
harming,negative
harms,negative
harsh,negative
hate,negative
hated,negative
hateful,negative
hater,negative
hates,negative
hating,negative
hatred,negative
haunted,negative
hazard,negative
heartbreak,negative
heartbroke,negative
heartless,negative
hell,negative
hellish,negative
helpless,negative
hesita,negative
homesick,negative
hopeless,negative
horrible,negative
horribly,negative
horrid,negative
horror,negative
hostil,negative
humiliat,negative
hungover,negative
hurt,negative
idiot,negative
ignorable,negative
ignoramus,negative
ignorant,negative
ignore,negative
ignored,negative
ignores,negative
ignoring,negative
immoral,negative
impatien,negative
impersonal,negative
impolite,negative
inadequa,negative
incompeten,negative
indecis,negative
ineffect,negative
inferior,negative
inferiority,negative
inhibit,negative
insecur,negative
insincer,negative
insult,negative
interrup,negative
intimidat,negative
irrational,negative
irrita,negative
isolat,negative
jaded,negative
jealous,negative
jealousies,negative
jealously,negative
jealousy,negative
jerk,negative
jerked,negative
jerks,negative
kill,negative
lame,negative
lamely,negative
lameness,negative
lamer,negative
lamest,negative
lazier,negative
laziest,negative
lazy,negative
liabilit,negative
liar,negative
lied,negative
lies,negative
lone,negative
lonelier,negative
loneliest,negative
loneliness,negative
lonely,negative
loner,negative
longing,negative
lose,negative
loser,negative
loses,negative
losing,negative
loss,negative
lost,negative
lous,negative
loveless,negative
low,negative
lower,negative
lowered,negative
lowering,negative
lowers,negative
lowest,negative
lowli,negative
lowly,negative
luckless,negative
ludicrous,negative
lying,negative
mad,negative
maddening,negative
madder,negative
maddest,negative
maniac,negative
masochis,negative
meaner,negative
meanest,negative
melanchol,negative
mess,negative
messier,negative
messiest,negative
messy,negative
miser,negative
miss,negative
missed,negative
misses,negative
missing,negative
mistak,negative
mock,negative
mocked,negative
mocker,negative
mocking,negative
mocks,negative
molest,negative
mooch,negative
moodi,negative
moody,negative
moron,negative
mourn,negative
murder,negative
nag,negative
nast,negative
needy,negative
neglect,negative
nerd,negative
nervous,negative
nervously,negative
nervousness,negative
neurotic,negative
nightmar,negative
numbed,negative
numbing,negative
numbness,negative
numbs,negative
obnoxious,negative
obsess,negative
offence,negative
offend,negative
offense,negative
offenses,negative
offensive,negative
outrag,negative
overwhelm,negative
pain,negative
pained,negative
painf,negative
pains,negative
panic,negative
paranoi,negative
pathetic,negative
pathetically,negative
peculiar,negative
perv,negative
perver,negative
pervy,negative
pessimis,negative
pest,negative
petrif,negative
pettier,negative
pettiest,negative
petty,negative
phobi,negative
phony,negative
piss,negative
pitiable,negative
pitied,negative
pities,negative
pitiful,negative
pitifully,negative
pity,negative
poison,negative
poor,negative
poorer,negative
poorest,negative
poorly,negative
poorness,negative
powerless,negative
prejudic,negative
pressur,negative
prick,negative
problem,negative
protest,negative
protested,negative
protesting,negative
protests,negative
puk,negative
punish,negative
pushy,negative
queas,negative
rage,negative
raging,negative
rancid,negative
rape,negative
raping,negative
rapist,negative
rebel,negative
reek,negative
regret,negative
reject,negative
reluctan,negative
remorse,negative
repress,negative
resent,negative
resign,negative
restless,negative
revenge,negative
ridicul,negative
rigid,negative
rigidity,negative
rigidly,negative
risk,negative
rotten,negative
rude,negative
rudely,negative
ruin,negative
sad,negative
sadder,negative
saddest,negative
sadly,negative
sadness,negative
sarcas,negative
savage,negative
scare,negative
scared,negative
scares,negative
scarier,negative
scariest,negative
scaring,negative
scary,negative
sceptic,negative
scream,negative
screw,negative
selfish,negative
serious,negative
seriously,negative
seriousness,negative
severe,negative
shake,negative
shaki,negative
shaky,negative
shame,negative
shit,negative
shock,negative
shook,negative
shy,negative
shyly,negative
shyness,negative
sick,negative
sicken,negative
sicker,negative
sickest,negative
sickly,negative
sigh,negative
sighed,negative
sighing,negative
sighs,negative
sin,negative
sinister,negative
sins,negative
slut,negative
smh,negative
smother,negative
smug,negative
snob,negative
sob,negative
sobbed,negative
sobbing,negative
sobs,negative
solemn,negative
sorrow,negative
sorry,negative
spite,negative
stale,negative
stammer,negative
stank,negative
startl,negative
steal,negative
stench,negative
stink,negative
stinky,negative
strain,negative
strange,negative
strangest,negative
stress,negative
struggl,negative
stubborn,negative
stunk,negative
stupid,negative
stupider,negative
stupidest,negative
stupidity,negative
stupidly,negative
stutter,negative
suck,negative
sucked,negative
sucker,negative
sucks,negative
sucky,negative
suffer,negative
suffered,negative
sufferer,negative
suffering,negative
suffers,negative
suspicio,negative
tantrum,negative
tears,negative
teas,negative
tedious,negative
temper,negative
tempers,negative
tense,negative
tensely,negative
tensing,negative
tension,negative
terrible,negative
terribly,negative
terrified,negative
terrifies,negative
terrify,negative
terrifying,negative
terror,negative
thief,negative
thiev,negative
threat,negative
timid,negative
tortur,negative
traged,negative
tragic,negative
tragically,negative
trauma,negative
trembl,negative
trick,negative
tricked,negative
trickier,negative
trickiest,negative
tricks,negative
tricky,negative
trite,negative
trivial,negative
troubl,negative
turmoil,negative
twitchy,negative
ugh,negative
uglier,negative
ugliest,negative
ugly,negative
unaccept,negative
unattractive,negative
uncertain,negative
uncomfortabl,negative
uncontrol,negative
undesir,negative
uneas,negative
unfair,negative
unfortunate,negative
unfriendly,negative
ungrateful,negative
unhapp,negative
unimportant,negative
unimpress,negative
unkind,negative
unlov,negative
unlucky,negative
unpleasant,negative
unprotected,negative
unsafe,negative
unsavory,negative
unsettl,negative
unsuccessful,negative
unsure,negative
unwelcom,negative
upset,negative
upsets,negative
upsetting,negative
uptight,negative
useless,negative
uselessly,negative
uselessness,negative
vain,negative
vanity,negative
vicious,negative
viciously,negative
viciousness,negative
victim,negative
vile,negative
villain,negative
violat,negative
violence,negative
violent,negative
violently,negative
vomit,negative
vulnerab,negative
war,negative
warfare,negative
warn,negative
warred,negative
warring,negative
wars,negative
weak,negative
weaken,negative
weakened,negative
weakening,negative
weakens,negative
weaker,negative
weakest,negative
weakling,negative
weakly,negative
weapon,negative
weary,negative
weep,negative
weird,negative
weirded,negative
weirder,negative
weirdest,negative
weirdly,negative
weirdness,negative
weirdo,negative
weirdos,negative
weirds,negative
wept,negative
whine,negative
whining,negative
whore,negative
wicked,negative
wickedly,negative
wimp,negative
witch,negative
woe,negative
worried,negative
worrier,negative
worries,negative
worry,negative
worrying,negative
worse,negative
worsen,negative
worsened,negative
worsening,negative
worsens,negative
worst,negative
worthless,negative
wrong,negative
wrongdoing,negative
wronged,negative
wrongful,negative
wrongly,negative
wrongness,negative
wrongs,negative
yearn,negative
yell,negative
yelled,negative
yelling,negative
yells,negative
yuck,negative
afraid,anx
alarm,anx
anxiety,anx
anxious,anx
anxiously,anx
anxiousness,anx
apprehens,anx
asham,anx
aversi,anx
avoid,anx
awkward,anx
confuse,anx
confused,anx
confusedly,anx
confusing,anx
desperat,anx
discomfort,anx
distraught,anx
distress,anx
disturb,anx
doubt,anx
dread,anx
dwell,anx
embarrass,anx
fear,anx
feared,anx
fearful,anx
fearing,anx
fears,anx
frantic,anx
fright,anx
guilt,anx
guilt-trip,anx
guilty,anx
hesita,anx
horrible,anx
horribly,anx
horrid,anx
horror,anx
humiliat,anx
impatien,anx
inadequa,anx
indecis,anx
inhibit,anx
insecur,anx
irrational,anx
irrita,anx
miser,anx
nervous,anx
nervously,anx
nervousness,anx
neurotic,anx
obsess,anx
overwhelm,anx
panic,anx
paranoi,anx
petrif,anx
phobi,anx
pressur,anx
reluctan,anx
repress,anx
restless,anx
rigid,anx
rigidity,anx
rigidly,anx
risk,anx
scare,anx
scared,anx
scares,anx
scarier,anx
scariest,anx
scaring,anx
scary,anx
shake,anx
shaki,anx
shaky,anx
shame,anx
shook,anx
shy,anx
shyly,anx
shyness,anx
startl,anx
strain,anx
stress,anx
struggl,anx
suspicio,anx
tense,anx
tensely,anx
tensing,anx
tension,anx
terrified,anx
terrifies,anx
terrify,anx
terrifying,anx
terror,anx
threat,anx
timid,anx
trembl,anx
turmoil,anx
twitchy,anx
uncertain,anx
uncomfortabl,anx
uncontrol,anx
uneas,anx
unsettl,anx
unsure,anx
upset,anx
upsets,anx
upsetting,anx
uptight,anx
vulnerab,anx
worried,anx
worrier,anx
worries,anx
worry,anx
worrying,anx
abuse,anger
abusi,anger
aggravat,anger
aggress,anger
aggressed,anger
aggresses,anger
aggressing,anger
aggression,anger
aggressive,anger
aggressively,anger
aggressor,anger
agitat,anger
anger,anger
angrier,anger
angriest,anger
angry,anger
annoy,anger
annoyed,anger
annoying,anger
annoys,anger
antagoni,anger
argh,anger
argu,anger
assault,anger
asshole,anger
attack,anger
bastard,anger
battl,anger
beaten,anger
bitch,anger
bitter,anger
bitterly,anger
bitterness,anger
blam,anger
bother,anger
brutal,anger
cheat,anger
confront,anger
contempt,anger
contradic,anger
crap,anger
crappy,anger
critical,anger
critici,anger
cruel,anger
crueler,anger
cruelest,anger
cruelty,anger
cunt,anger
cynic,anger
damn,anger
despis,anger
destroy,anger
destruct,anger
destructed,anger
destruction,anger
destructive,anger
destructiveness,anger
distrust,anger
domina,anger
dumb,anger
dumbass,anger
dumber,anger
dumbest,anger
dummy,anger
enemie,anger
enemy,anger
enrag,anger
envie,anger
envious,anger
envy,anger
feroc,anger
feud,anger
fiery,anger
fight,anger
foe,anger
fought,anger
frustrat,anger
fuck,anger
fucked,anger
fucker,anger
fuckface,anger
fuckh,anger
fuckin,anger
fucks,anger
fucktard,anger
fucktwat,anger
fuckwad,anger
fume,anger
fuming,anger
furious,anger
fury,anger
goddam,anger
greed,anger
grouch,anger
grr,anger
grudg,anger
harass,anger
hate,anger
hated,anger
hateful,anger
hater,anger
hates,anger
hating,anger
hatred,anger
heartless,anger
hell,anger
hellish,anger
hostil,anger
humiliat,anger
idiot,anger
insult,anger
interrup,anger
intimidat,anger
jealous,anger
jealousies,anger
jealously,anger
jealousy,anger
jerk,anger
jerked,anger
jerks,anger
kill,anger
liar,anger
lied,anger
lies,anger
ludicrous,anger
lying,anger
mad,anger
maddening,anger
madder,anger
maddest,anger
maniac,anger
meaner,anger
meanest,anger
mock,anger
mocked,anger
mocker,anger
mocking,anger
mocks,anger
moron,anger
murder,anger
nag,anger
nast,anger
obnoxious,anger
offence,anger
offend,anger
offense,anger
offenses,anger
offensive,anger
outrag,anger
pest,anger
pettier,anger
pettiest,anger
petty,anger
piss,anger
poison,anger
prejudic,anger
prick,anger
protest,anger
protested,anger
protesting,anger
protests,anger
punish,anger
pushy,anger
rage,anger
raging,anger
rape,anger
raping,anger
rapist,anger
rebel,anger
resent,anger
revenge,anger
ridicul,anger
rude,anger
rudely,anger
sarcas,anger
savage,anger
sceptic,anger
screw,anger
shit,anger
sinister,anger
smother,anger
snob,anger
spite,anger
stubborn,anger
stupid,anger
stupider,anger
stupidest,anger
stupidity,anger
stupidly,anger
suck,anger
sucked,anger
sucker,anger
sucks,anger
sucky,anger
tantrum,anger
teas,anger
temper,anger
tempers,anger
threat,anger
tortur,anger
trick,anger
tricked,anger
trickier,anger
trickiest,anger
tricks,anger
tricky,anger
uglier,anger
ugliest,anger
ugly,anger
vicious,anger
viciously,anger
viciousness,anger
vile,anger
villain,anger
violat,anger
violent,anger
violently,anger
war,anger
warfare,anger
warred,anger
warring,anger
wars,anger
weapon,anger
wicked,anger
wickedly,anger
yell,anger
yelled,anger
yelling,anger
yells,anger
abandon,sad
agoniz,sad
agony,sad
alone,sad
bereave,sad
broke,sad
cried,sad
cries,sad
crushed,sad
cry,sad
crying,sad
depress,sad
depriv,sad
despair,sad
devastat,sad
disappoint,sad
discourag,sad
dishearten,sad
disillusion,sad
doom,sad
dull,sad
emptier,sad
emptiest,sad
emptiness,sad
empty,sad
fail,sad
fatigu,sad
flunk,sad
gloom,sad
gloomier,sad
gloomiest,sad
gloomily,sad
gloominess,sad
gloomy,sad
grave,sad
grief,sad
griev,sad
grim,sad
grimly,sad
heartbreak,sad
heartbroke,sad
helpless,sad
homesick,sad
hopeless,sad
hurt,sad
inadequa,sad
inferior,sad
inferiority,sad
isolat,sad
lame,sad
lamely,sad
lameness,sad
lamer,sad
lamest,sad
lone,sad
lonelier,sad
loneliest,sad
loneliness,sad
lonely,sad
loner,sad
longing,sad
lose,sad
loser,sad
loses,sad
losing,sad
loss,sad
lost,sad
low,sad
lower,sad
lowered,sad
lowering,sad
lowers,sad
lowest,sad
lowli,sad
lowly,sad
melanchol,sad
miser,sad
miss,sad
missed,sad
misses,sad
missing,sad
mourn,sad
neglect,sad
overwhelm,sad
pathetic,sad
pathetically,sad
pessimis,sad
pitiable,sad
pitied,sad
pities,sad
pitiful,sad
pitifully,sad
pity,sad
regret,sad
reject,sad
remorse,sad
resign,sad
ruin,sad
sad,sad
sadder,sad
saddest,sad
sadly,sad
sadness,sad
sigh,sad
sighed,sad
sighing,sad
sighs,sad
sob,sad
sobbed,sad
sobbing,sad
sobs,sad
solemn,sad
sorrow,sad
sorry,sad
suffer,sad
suffered,sad
sufferer,sad
suffering,sad
suffers,sad
tears,sad
traged,sad
tragic,sad
tragically,sad
unhapp,sad
unimportant,sad
unsuccessful,sad
useless,sad
uselessly,sad
uselessness,sad
weep,sad
wept,sad
whine,sad
whining,sad
woe,sad
worthless,sad
yearn,sad
