chapter,word,lemma,pos,ner
18,omit,omit,VB,O
18,an,a,DT,O
18,occasion,occasion,NN,O
18,of,of,IN,O
18,testifying,testify,VBG,O
18,his,he,PRP$,O
18,respect,respect,NN,O
18,towards,towards,IN,O
18,any,any,DT,O
18,body,body,NN,O
18,connected,connect,VBN,O
18,with,with,IN,O
18,the,the,DT,O
18,family,family,NN,O
18,.,.,.,O
18,"""","""",``,O
18,And,and,CC,O
18,with,with,IN,O
18,a,a,DT,O
18,bow,bow,NN,O
18,to,to,IN,O
18,Mr.,Mr.,NNP,O
18,Darcy,Darcy,NNP,PERSON
18,",",",",",",O
18,he,he,PRP,O
18,concluded,conclude,VBD,O
18,his,he,PRP$,O
18,speech,speech,NN,O
18,",",",",",",O
18,which,which,WDT,O
18,had,have,VBD,O
18,been,be,VBN,O
18,spoken,speak,VBN,O
18,so,so,RB,O
18,loud,loud,JJ,O
18,as,as,IN,O
18,to,to,TO,O
18,be,be,VB,O
18,heard,hear,VBN,O
18,by,by,IN,O
18,half,half,PDT,O
18,the,the,DT,O
18,room,room,NN,O
18,.,.,.,O
18,--,--,:,O
18,Many,many,JJ,O
18,stared,stare,VBD,O
18,.,.,.,O
18,--,--,:,O
18,Many,many,JJ,O
18,smiled,smile,VBD,O
18,;,;,:,O
18,but,but,CC,O
18,no,no,DT,O
18,one,one,NN,NUMBER
18,looked,look,VBD,O
18,more,more,RBR,O
18,amused,amused,JJ,O
18,than,than,IN,O
18,Mr.,Mr.,NNP,O
18,Bennet,Bennet,NNP,PERSON
18,himself,himself,PRP,O
18,",",",",",",O
18,while,while,IN,O
18,his,he,PRP$,O
18,wife,wife,NN,O
18,seriously,seriously,RB,O
18,commended,commend,VBD,O
18,Mr.,Mr.,NNP,O
18,Collins,Collins,NNP,PERSON
18,for,for,IN,O
18,having,have,VBG,O
18,spoken,speak,VBN,O
18,so,so,RB,O
18,sensibly,sensibly,RB,O
18,",",",",",",O
18,and,and,CC,O
18,observed,observe,VBN,O
18,in,in,IN,O
18,a,a,DT,O
18,half,half,NN,O
18,-,-,HYPH,O
18,whisper,whisper,NN,O
18,to,to,IN,O
18,Lady,Lady,NNP,PERSON
18,Lucas,Lucas,NNP,PERSON
18,",",",",",",O
18,that,that,IN,O
18,he,he,PRP,O
18,was,be,VBD,O
18,a,a,DT,O
18,remarkably,remarkably,RB,O
18,clever,clever,JJ,O
18,",",",",",",O
18,good,good,JJ,O
18,kind,kind,NN,O
18,of,of,IN,O
18,young,young,JJ,O
18,man,man,NN,O
18,.,.,.,O
18,To,to,IN,O
18,Elizabeth,Elizabeth,NNP,PERSON
18,it,it,PRP,O
18,appeared,appear,VBD,O
18,",",",",",",O
18,that,that,WDT,O
18,had,have,VBD,O
18,her,she,PRP$,O
18,family,family,NN,O
18,made,make,VBD,O
18,an,a,DT,O
18,agreement,agreement,NN,O
18,to,to,TO,O
18,expose,expose,VB,O
18,themselves,themselves,PRP,O
18,as,as,RB,O
18,much,much,RB,O
18,as,as,IN,O
18,they,they,PRP,O
18,could,could,MD,O
18,during,during,IN,O
18,the,the,DT,O
18,evening,evening,NN,TIME
18,",",",",",",O
18,it,it,PRP,O
18,would,would,MD,O
18,have,have,VB,O
18,been,be,VBN,O
18,impossible,impossible,JJ,O
18,for,for,IN,O
18,them,they,PRP,O
18,to,to,TO,O
18,play,play,VB,O
18,their,they,PRP$,O
18,parts,part,NNS,O
18,with,with,IN,O
18,more,more,JJR,O
18,spirit,spirit,NN,O
18,",",",",",",O
18,or,or,CC,O
18,finer,fine,JJR,TITLE
18,success,success,NN,O
18,;,;,:,O
18,and,and,CC,O
18,happy,happy,JJ,O
18,did,do,VBD,O
18,she,she,PRP,O
18,think,think,VB,O
18,it,it,PRP,O
18,for,for,IN,O
18,Bingley,Bingley,NNP,PERSON
18,and,and,CC,O
18,her,she,PRP$,O
18,sister,sister,NN,O
18,that,that,IN,O
18,some,some,DT,O
18,of,of,IN,O
18,the,the,DT,O
18,exhibition,exhibition,NN,O
18,had,have,VBD,O
18,escaped,escape,VBN,O
18,his,he,PRP$,O
18,notice,notice,NN,O
18,",",",",",",O
18,and,and,CC,O
18,that,that,IN,O
18,his,he,PRP$,O
18,feelings,feeling,NNS,O
18,were,be,VBD,O
18,not,not,RB,O
18,of,of,IN,O
18,a,a,DT,O
18,sort,sort,NN,O
18,to,to,TO,O
18,be,be,VB,O
18,much,much,JJ,O
18,distressed,distressed,JJ,O
18,by,by,IN,O
18,the,the,DT,O
18,folly,folly,NN,O
18,which,which,WDT,O
18,he,he,PRP,O
18,must,must,MD,O
18,have,have,VB,O
18,witnessed,witness,VBN,O
18,.,.,.,O
18,That,that,DT,O
18,his,he,PRP$,O
18,two,two,CD,NUMBER
18,sisters,sister,NNS,O
18,and,and,CC,O
18,Mr.,Mr.,NNP,O
18,Darcy,Darcy,NNP,PERSON
18,",",",",",",O
18,however,however,RB,O
18,",",",",",",O
18,should,should,MD,O
18,have,have,VB,O
18,such,such,PDT,O
18,an,a,DT,O
18,opportunity,opportunity,NN,O
18,of,of,IN,O
18,ridiculing,ridicule,VBG,O
18,her,she,PRP$,O
18,relations,relation,NNS,O
18,was,be,VBD,O
18,bad,bad,JJ,O
18,enough,enough,RB,O
18,",",",",",",O
18,and,and,CC,O
18,she,she,PRP,O
18,could,could,MD,O
18,not,not,RB,O
18,determine,determine,VB,O
18,whether,whether,IN,O
18,the,the,DT,O
18,silent,silent,JJ,O
18,contempt,contempt,NN,O
18,of,of,IN,O
18,the,the,DT,O
18,gentleman,gentleman,NN,O
18,",",",",",",O
18,or,or,CC,O
18,the,the,DT,O
18,insolent,insolent,JJ,O
18,smiles,smile,NNS,O
18,of,of,IN,O
18,the,the,DT,O
18,ladies,lady,NNS,O
18,",",",",",",O
18,were,be,VBD,O
18,more,more,RBR,O
18,intolerable,intolerable,JJ,O
18,.,.,.,O
18,The,the,DT,O
18,rest,rest,NN,O
18,of,of,IN,O
18,the,the,DT,O
18,evening,evening,NN,TIME
18,brought,bring,VBD,O
18,her,she,PRP$,O
18,little,little,JJ,O
18,amusement,amusement,NN,O
18,.,.,.,O
18,She,she,PRP,O
18,was,be,VBD,O
18,teazed,teaze,VBN,O
18,by,by,IN,O
18,Mr.,Mr.,NNP,O
18,Collins,Collins,NNP,PERSON
18,",",",",",",O
18,who,who,WP,O
18,continued,continue,VBD,O
18,most,most,RBS,O
18,perseveringly,perseveringly,RB,O
18,by,by,IN,O
18,her,she,PRP$,O
18,side,side,NN,O
18,",",",",",",O
18,and,and,CC,O
18,though,though,IN,O
18,he,he,PRP,O
18,could,could,MD,O
18,not,not,RB,O
18,prevail,prevail,VB,O
18,with,with,IN,O
18,her,she,PRP,O
18,to,to,TO,O
18,dance,dance,VB,O
18,with,with,IN,O
18,him,he,PRP,O
18,again,again,RB,O
18,",",",",",",O
18,put,put,VB,O
18,it,it,PRP,O
18,out,out,IN,O
18,of,of,IN,O
18,her,she,PRP$,O
18,power,power,NN,O
18,to,to,TO,O
18,dance,dance,VB,O
18,with,with,IN,O
18,others,other,NNS,O
18,.,.,.,O
18,In,in,IN,O
18,vain,vain,NN,O
18,did,do,VBD,O
18,she,she,PRP,O
18,entreat,entreat,VB,O
18,him,he,PRP,O
18,to,to,TO,O
18,stand,stand,VB,O
18,up,up,RP,O
18,with,with,IN,O
18,somebody,somebody,NN,O
18,else,else,RB,O
18,",",",",",",O
18,and,and,CC,O
18,offer,offer,VB,O
18,to,to,TO,O
18,introduce,introduce,VB,O
18,him,he,PRP,O
18,to,to,IN,O
18,any,any,DT,O
18,young,young,JJ,O
18,lady,lady,NN,O
18,in,in,IN,O
18,the,the,DT,O
18,room,room,NN,O
18,.,.,.,O
18,He,he,PRP,O
18,assured,assure,VBD,O
18,her,she,PRP,O
18,that,that,IN,O
18,as,as,IN,O
18,to,to,IN,O
18,dancing,dancing,NN,O
18,",",",",",",O
18,he,he,PRP,O
18,was,be,VBD,O
18,perfectly,perfectly,RB,O
18,indifferent,indifferent,JJ,O
18,to,to,IN,O
18,it,it,PRP,O
18,;,;,:,O
18,that,that,IN,O
18,his,he,PRP$,O
18,chief,chief,JJ,O
18,object,object,NN,O
18,was,be,VBD,O
18,by,by,IN,O
18,delicate,delicate,JJ,O
18,attentions,attention,NNS,O
18,to,to,TO,O
18,recommend,recommend,VB,O
18,himself,himself,PRP,O
18,to,to,IN,O
18,her,she,PRP,O
18,",",",",",",O
18,and,and,CC,O
18,that,that,IN,O
18,he,he,PRP,O
18,should,should,MD,O
18,therefore,therefore,RB,O
18,make,make,VB,O
18,a,a,DT,O
18,point,point,NN,O
18,of,of,IN,O
18,remaining,remain,VBG,O
18,close,close,JJ,O
18,to,to,IN,O
18,her,she,PRP,O
18,the,the,DT,O
18,whole,whole,JJ,O
18,evening,evening,NN,TIME
18,.,.,.,O
18,There,there,EX,O
18,was,be,VBD,O
18,no,no,DT,O
18,arguing,argue,VBG,O
18,upon,upon,IN,O
18,such,such,PDT,O
18,a,a,DT,O
18,project,project,NN,O
18,.,.,.,O
18,She,she,PRP,O
18,owed,owe,VBD,O
18,her,she,PRP$,O
18,greatest,great,JJS,O
18,relief,relief,NN,O
18,to,to,IN,O
18,her,she,PRP$,O
18,friend,friend,NN,O
18,Miss,Miss,NNP,STATE_OR_PROVINCE
18,Lucas,Lucas,NNP,PERSON
18,",",",",",",O
18,who,who,WP,O
18,often,often,RB,O
18,joined,join,VBD,O
18,them,they,PRP,O
18,",",",",",",O
18,and,and,CC,O
18,good,good,JJ,O
18,-,-,HYPH,O
18,naturedly,naturedly,NN,O
18,engaged,engage,VBD,O
18,Mr.,Mr.,NNP,O
18,Collins,Collins,NNP,PERSON
18,'s,'s,POS,O
18,conversation,conversation,NN,O
18,to,to,IN,O
18,herself,herself,PRP,O
18,.,.,.,O
18,She,she,PRP,O
18,was,be,VBD,O
18,at,at,RB,O
18,least,least,RBS,O
18,free,free,JJ,O
18,from,from,IN,O
18,the,the,DT,O
18,offence,offence,NN,O
18,of,of,IN,O
18,Mr.,Mr.,NNP,O
18,Darcy,Darcy,NNP,PERSON
18,'s,'s,POS,O
18,farther,far,RBR,O
18,notice,notice,NN,O
18,;,;,:,O
18,though,though,RB,O
18,often,often,RB,O
18,standing,stand,VBG,O
18,within,within,IN,O
18,a,a,DT,O
18,very,very,RB,O
18,short,short,JJ,O
18,distance,distance,NN,O
18,of,of,IN,O
18,her,she,PRP,O
18,",",",",",",O
18,quite,quite,RB,O
18,disengaged,disengage,VBN,O
18,",",",",",",O
18,he,he,PRP,O
18,never,never,RB,O
18,came,come,VBD,O
18,near,near,RB,O
18,enough,enough,JJ,O
18,to,to,TO,O
18,speak,speak,VB,O
18,.,.,.,O
18,She,she,PRP,O
18,felt,feel,VBD,O
18,it,it,PRP,O
18,to,to,TO,O
18,be,be,VB,O
18,the,the,DT,O
18,probable,probable,JJ,O
18,consequence,consequence,NN,O
18,of,of,IN,O
18,her,she,PRP$,O
18,allusions,allusion,NNS,O
18,to,to,IN,O
18,Mr.,Mr.,NNP,O
18,Wickham,Wickham,NNP,PERSON
18,",",",",",",O
18,and,and,CC,O
18,rejoiced,rejoice,VBD,O
18,in,in,IN,O
18,it,it,PRP,O
18,.,.,.,O
18,The,the,DT,O
18,Longbourn,Longbourn,NNP,O
18,party,party,NN,O
18,were,be,VBD,O
18,the,the,DT,O
18,last,last,JJ,O
18,of,of,IN,O
18,all,all,PDT,O
18,the,the,DT,O
18,company,company,NN,O
18,to,to,TO,O
18,depart,depart,VB,O
18,;,;,:,O
18,and,and,CC,O
18,by,by,IN,O
18,a,a,DT,O
18,manoeuvre,manoeuvre,NN,O
18,of,of,IN,O
18,Mrs.,Mrs.,NNP,O
18,Bennet,Bennet,NNP,PERSON
18,had,have,VBD,O
18,to,to,TO,O
18,wait,wait,VB,O
18,for,for,IN,O
18,their,they,PRP$,O
18,carriages,carriage,NNS,O
18,a,a,DT,DURATION
18,quarter,quarter,NN,DURATION
18,of,of,IN,O
18,an,a,DT,DURATION
18,hour,hour,NN,DURATION
18,after,after,IN,O
18,every,every,DT,O
18,body,body,NN,O
18,else,else,RB,O
18,was,be,VBD,O
18,gone,go,VBN,O
18,",",",",",",O
18,which,which,WDT,O
18,gave,give,VBD,O
18,them,they,PRP,O
18,time,time,NN,O
18,to,to,TO,O
18,see,see,VB,O
18,how,how,WRB,O
18,heartily,heartily,RB,O
18,they,they,PRP,O
18,were,be,VBD,O
18,wished,wish,VBN,O
18,away,away,RB,O
18,by,by,IN,O
18,some,some,DT,O
18,of,of,IN,O
18,the,the,DT,O
18,family,family,NN,O
18,.,.,.,O
18,Mrs.,Mrs.,NNP,O
18,Hurst,Hurst,NNP,PERSON
18,and,and,CC,O
18,her,she,PRP$,O
18,sister,sister,NN,O
18,scarcely,scarcely,RB,O
18,opened,open,VBD,O
18,their,they,PRP$,O
18,mouths,mouth,NNS,O
18,except,except,IN,O
18,to,to,TO,O
18,complain,complain,VB,O
18,of,of,IN,O
18,fatigue,fatigue,NN,O
18,",",",",",",O
18,and,and,CC,O
18,were,be,VBD,O
18,evidently,evidently,RB,O
18,impatient,impatient,JJ,O
18,to,to,TO,O
18,have,have,VB,O
18,the,the,DT,O
18,house,house,NN,O
18,to,to,IN,O
18,themselves,themselves,PRP,O
18,.,.,.,O
18,They,they,PRP,O
18,repulsed,repulse,VBD,O
18,every,every,DT,O
18,attempt,attempt,NN,O
18,of,of,IN,O
18,Mrs.,Mrs.,NNP,O
18,Bennet,Bennet,NNP,PERSON
18,at,at,IN,O
18,conversation,conversation,NN,O
18,",",",",",",O
18,and,and,CC,O
18,by,by,IN,O
18,so,so,RB,O
18,doing,do,VBG,O
18,",",",",",",O
18,threw,throw,VBD,O
18,a,a,DT,O
18,languor,languor,NN,O
18,over,over,IN,O
18,the,the,DT,O
18,whole,whole,JJ,O
18,party,party,NN,O
18,",",",",",",O
18,which,which,WDT,O
18,was,be,VBD,O
18,very,very,RB,O
18,little,little,JJ,O
18,relieved,relieved,JJ,O
18,by,by,IN,O
18,the,the,DT,O
18,long,long,JJ,O
18,speeches,speech,NNS,O
18,of,of,IN,O
18,Mr.,Mr.,NNP,O
18,Collins,Collins,NNP,PERSON
18,",",",",",",O
18,who,who,WP,O
18,was,be,VBD,O
18,complimenting,compliment,VBG,O
18,Mr.,Mr.,NNP,O
18,Bingley,Bingley,NNP,PERSON
18,and,and,CC,O
18,his,he,PRP$,O
18,sisters,sister,NNS,O
18,on,on,IN,O
18,the,the,DT,O
18,elegance,elegance,NN,O
18,of,of,IN,O
18,their,they,PRP$,O
18,entertainment,entertainment,NN,O
18,",",",",",",O
18,and,and,CC,O
18,the,the,DT,O
18,hospitality,hospitality,NN,O
18,and,and,CC,O
18,politeness,politeness,NN,O
18,which,which,WDT,O
18,had,have,VBD,O
18,marked,mark,VBN,O
18,their,they,PRP$,O
18,behaviour,behaviour,NN,O
18,to,to,IN,O
18,their,they,PRP$,O
18,guests,guest,NNS,O
18,.,.,.,O
18,Darcy,Darcy,NNP,PERSON
18,said,say,VBD,O
18,nothing,nothing,NN,O
18,at,at,IN,O
18,all,all,DT,O
18,.,.,.,O
18,Mr.,Mr.,NNP,O
18,Bennet,Bennet,NNP,PERSON
18,",",",",",",O
18,in,in,IN,O
18,equal,equal,JJ,O
18,silence,silence,NN,O
18,",",",",",",O
18,was,be,VBD,O
18,enjoying,enjoy,VBG,O
18,the,the,DT,O
18,scene,scene,NN,O
18,.,.,.,O
18,Mr.,Mr.,NNP,O
18,Bingley,Bingley,NNP,PERSON
18,and,and,CC,O
18,Jane,Jane,NNP,PERSON
18,were,be,VBD,O
18,standing,stand,VBG,O
18,together,together,RB,O
18,",",",",",",O
18,a,a,DT,O
18,little,little,JJ,O
18,detached,detached,JJ,O
18,from,from,IN,O
18,the,the,DT,O
18,rest,rest,NN,O
18,",",",",",",O
18,and,and,CC,O
18,talked,talk,VBD,O
18,only,only,RB,O
18,to,to,IN,O
18,each,each,DT,O
18,other,other,JJ,O
18,.,.,.,O
18,Elizabeth,Elizabeth,NNP,PERSON
18,preserved,preserve,VBD,O
18,as,as,RB,O
18,steady,steady,JJ,O
18,a,a,DT,O
18,silence,silence,NN,O
18,as,as,IN,O
18,either,either,CC,O
18,Mrs.,Mrs.,NNP,O
18,Hurst,Hurst,NNP,PERSON
18,or,or,CC,O
18,Miss,Miss,NNP,ORGANIZATION
18,Bingley,Bingley,NNP,ORGANIZATION
18,;,;,:,O
18,and,and,CC,O
18,even,even,RB,O
18,Lydia,Lydia,NNP,PERSON
18,was,be,VBD,O
18,too,too,RB,O
18,much,much,JJ,O
18,fatigued,fatigued,JJ,O
18,to,to,TO,O
18,utter,utter,VB,O
18,more,more,JJR,O
18,than,than,IN,O
18,the,the,DT,O
18,occasional,occasional,JJ,O
18,exclamation,exclamation,NN,O
18,of,of,IN,O
18,"""","""",``,O
18,Lord,Lord,NNP,O
18,",",",",",",O
18,how,how,WRB,O
18,tired,tired,JJ,O
18,I,I,PRP,O
18,am,be,VBP,O
18,!,!,.,O
18,"""","""",'',O
18,accompanied,accompany,VBN,O
18,by,by,IN,O
18,a,a,DT,O
18,violent,violent,JJ,O
18,yawn,yawn,NN,O
18,.,.,.,O
18,When,when,WRB,O
18,at,at,IN,O
18,length,length,NN,O
18,they,they,PRP,O
18,arose,arise,VBD,O
18,to,to,TO,O
18,take,take,VB,O
18,leave,leave,NN,O
18,",",",",",",O
18,Mrs.,Mrs.,NNP,O
18,Bennet,Bennet,NNP,PERSON
18,was,be,VBD,O
18,most,most,RBS,O
18,pressingly,pressingly,RB,O
18,civil,civil,JJ,O
18,in,in,IN,O
18,her,she,PRP$,O
18,hope,hope,NN,O
18,of,of,IN,O
18,seeing,see,VBG,O
18,the,the,DT,O
18,whole,whole,JJ,O
18,family,family,NN,O
18,soon,soon,RB,O
18,at,at,IN,O
18,Longbourn,Longbourn,NNP,LOCATION
18,;,;,:,O
18,and,and,CC,O
18,addressed,address,VBD,O
18,herself,herself,PRP,O
18,particularly,particularly,RB,O
18,to,to,IN,O
18,Mr.,Mr.,NNP,O
18,Bingley,Bingley,NNP,PERSON
18,",",",",",",O
18,to,to,TO,O
18,assure,assure,VB,O
18,him,he,PRP,O
18,how,how,WRB,O
18,happy,happy,JJ,O
18,he,he,PRP,O
18,would,would,MD,O
18,make,make,VB,O
18,them,they,PRP,O
18,",",",",",",O
18,by,by,IN,O
18,eating,eat,VBG,O
18,a,a,DT,O
18,family,family,NN,O
18,dinner,dinner,NN,O
18,with,with,IN,O
18,them,they,PRP,O
18,at,at,IN,O
18,any,any,DT,O
18,time,time,NN,O
18,",",",",",",O
18,without,without,IN,O
18,the,the,DT,O
18,ceremony,ceremony,NN,O
18,of,of,IN,O
18,a,a,DT,O
18,formal,formal,JJ,O
18,invitation,invitation,NN,O
18,.,.,.,O
18,Bingley,Bingley,NNP,PERSON
18,was,be,VBD,O
18,all,all,DT,O
18,grateful,grateful,JJ,O
18,pleasure,pleasure,NN,O
18,",",",",",",O
18,and,and,CC,O
18,he,he,PRP,O
18,readily,readily,RB,O
18,engaged,engage,VBD,O
18,for,for,IN,O
18,taking,take,VBG,O
18,the,the,DT,O
18,earliest,early,JJS,O
18,opportunity,opportunity,NN,O
18,of,of,IN,O
18,waiting,wait,VBG,O
18,on,on,IN,O
18,her,she,PRP,O
18,",",",",",",O
18,after,after,IN,O
18,his,he,PRP$,O
18,return,return,NN,O
18,from,from,IN,O
18,London,London,NNP,CITY
18,",",",",",",O
18,whither,whither,IN,O
18,he,he,PRP,O
18,was,be,VBD,O
18,obliged,oblige,VBN,O
18,to,to,TO,O
18,go,go,VB,O
18,the,the,DT,DATE
18,next,next,JJ,DATE
18,day,day,NN,DATE
18,for,for,IN,O
18,a,a,DT,O
18,short,short,JJ,O
18,time,time,NN,O
18,.,.,.,O
18,Mrs.,Mrs.,NNP,O
18,Bennet,Bennet,NNP,PERSON
18,was,be,VBD,O
18,perfectly,perfectly,RB,O
18,satisfied,satisfied,JJ,O
18,;,;,:,O
18,and,and,CC,O
18,quitted,quit,VBD,O
18,the,the,DT,O
18,house,house,NN,O
18,under,under,IN,O
18,the,the,DT,O
18,delightful,delightful,JJ,O
18,persuasion,persuasion,NN,O
18,that,that,WDT,O
18,",",",",",",O
18,allowing,allow,VBG,O
18,for,for,IN,O
18,the,the,DT,O
18,necessary,necessary,JJ,O
18,preparations,preparation,NNS,O
18,of,of,IN,O
18,settlements,settlement,NNS,O
18,",",",",",",O
18,new,new,JJ,O
18,carriages,carriage,NNS,O
18,and,and,CC,O
18,wedding,wedding,NN,O
18,clothes,clothes,NNS,O
18,",",",",",",O
18,she,she,PRP,O
18,should,should,MD,O
18,undoubtedly,undoubtedly,RB,O
18,see,see,VB,O
18,her,she,PRP$,O
18,daughter,daughter,NN,O
18,settled,settle,VBD,O
18,at,at,IN,O
18,Netherfield,Netherfield,NNP,LOCATION
18,",",",",",",O
18,in,in,IN,O
18,the,the,DT,O
18,course,course,NN,O
18,of,of,IN,O
18,three,three,CD,NUMBER
18,or,or,CC,O
18,four,four,CD,DURATION
18,months,month,NNS,DURATION
18,.,.,.,O
18,Of,of,IN,O
18,having,have,VBG,O
18,another,another,DT,O
18,daughter,daughter,NN,O
18,married,marry,VBN,O
18,to,to,IN,O
18,Mr.,Mr.,NNP,O
18,Collins,Collins,NNP,PERSON
18,",",",",",",O
18,she,she,PRP,O
18,thought,think,VBD,O
18,with,with,IN,O
18,equal,equal,JJ,O
18,certainty,certainty,NN,O
18,",",",",",",O
18,and,and,CC,O
18,with,with,IN,O
18,considerable,considerable,JJ,O
18,",",",",",",O
18,though,though,IN,O
18,not,not,RB,O
18,equal,equal,JJ,O
18,",",",",",",O
18,pleasure,pleasure,NN,O
18,.,.,.,O
18,Elizabeth,Elizabeth,NNP,PERSON
18,was,be,VBD,O
18,the,the,DT,O
18,least,least,JJS,O
18,dear,dear,JJ,O
18,to,to,IN,O
18,her,she,PRP$,O
18,of,of,IN,O
18,all,all,DT,O
18,her,she,PRP$,O
18,children,child,NNS,O
18,;,;,:,O
18,and,and,CC,O
18,though,though,IN,O
18,the,the,DT,O
18,man,man,NN,O
18,and,and,CC,O
18,the,the,DT,O
18,match,match,NN,O
18,were,be,VBD,O
18,quite,quite,RB,O
18,good,good,JJ,O
18,enough,enough,RB,O
18,for,for,IN,O
18,_,_,NFP,O
18,her,she,PRP$,O
18,_,_,NFP,O
18,",",",",",",O
18,the,the,DT,O
18,worth,worth,NN,O
18,of,of,IN,O
18,each,each,DT,O
18,was,be,VBD,O
18,eclipsed,eclipse,VBN,O
18,by,by,IN,O
18,Mr.,Mr.,NNP,O
18,Bingley,Bingley,NNP,PERSON
18,and,and,CC,O
18,Netherfield,Netherfield,NNP,LOCATION
18,.,.,.,O
19,The,the,DT,DATE
19,next,next,JJ,DATE
19,day,day,NN,DATE
19,opened,open,VBD,O
19,a,a,DT,O
19,new,new,JJ,O
19,scene,scene,NN,O
19,at,at,IN,O
19,Longbourn,Longbourn,NNP,LOCATION
19,.,.,.,O
19,Mr.,Mr.,NNP,O
19,Collins,Collins,NNP,PERSON
19,made,make,VBD,O
19,his,he,PRP$,O
19,declaration,declaration,NN,O
19,in,in,IN,O
19,form,form,NN,O
19,.,.,.,O
19,Having,have,VBG,O
19,resolved,resolve,VBN,O
19,to,to,TO,O
19,do,do,VB,O
19,it,it,PRP,O
19,without,without,IN,O
19,loss,loss,NN,O
19,of,of,IN,O
19,time,time,NN,O
19,",",",",",",O
19,as,as,IN,O
19,his,he,PRP$,O
19,leave,leave,NN,O
19,of,of,IN,O
19,absence,absence,NN,O
19,extended,extend,VBD,O
19,only,only,RB,O
19,to,to,IN,O
19,the,the,DT,DATE
19,following,follow,VBG,DATE
19,Saturday,Saturday,NNP,DATE
19,",",",",",",O
19,and,and,CC,O
19,having,have,VBG,O
19,no,no,DT,O
19,feelings,feeling,NNS,O
19,of,of,IN,O
19,diffidence,diffidence,NN,O
19,to,to,TO,O
19,make,make,VB,O
19,it,it,PRP,O
19,distressing,distressing,JJ,O
19,to,to,IN,O
19,himself,himself,PRP,O
19,even,even,RB,O
19,at,at,IN,O
19,the,the,DT,O
19,moment,moment,NN,O
19,",",",",",",O
19,he,he,PRP,O
19,set,set,VBD,O
19,about,about,IN,O
19,it,it,PRP,O
19,in,in,IN,O
19,a,a,DT,O
19,very,very,RB,O
19,orderly,orderly,JJ,TITLE
19,manner,manner,NN,O
19,",",",",",",O
19,with,with,IN,O
19,all,all,PDT,O
19,the,the,DT,O
19,observances,observance,NNS,O
19,which,which,WDT,O
19,he,he,PRP,O
19,supposed,suppose,VBD,O
19,a,a,DT,O
19,regular,regular,JJ,O
19,part,part,NN,O
19,of,of,IN,O
19,the,the,DT,O
19,business,business,NN,O
19,.,.,.,O
19,On,on,IN,O
19,finding,find,VBG,O
19,Mrs.,Mrs.,NNP,O
19,Bennet,Bennet,NNP,PERSON
19,",",",",",",O
19,Elizabeth,Elizabeth,NNP,PERSON
19,",",",",",",O
19,and,and,CC,O
19,one,one,CD,NUMBER
19,of,of,IN,O
19,the,the,DT,O
19,younger,young,JJR,O
19,girls,girl,NNS,O
19,together,together,RB,O
19,",",",",",",O
19,soon,soon,RB,O
19,after,after,IN,O
19,breakfast,breakfast,NN,O
19,",",",",",",O
19,he,he,PRP,O
19,addressed,address,VBD,O
19,the,the,DT,O
19,mother,mother,NN,O
19,in,in,IN,O
19,these,this,DT,O
19,words,word,NNS,O
19,",",",",",",O
19,"""","""",'',O
19,May,may,MD,O
19,I,I,PRP,O
19,hope,hope,VB,O
19,",",",",",",O
19,Madam,Madam,NNP,PERSON
19,",",",",",",O
19,for,for,IN,O
19,your,you,PRP$,O
19,interest,interest,NN,O
19,with,with,IN,O
19,your,you,PRP$,O
19,fair,fair,JJ,O
19,daughter,daughter,NN,O
19,Elizabeth,Elizabeth,NNP,PERSON
19,",",",",",",O
19,when,when,WRB,O
19,I,I,PRP,O
19,solicit,solicit,VBP,O
19,for,for,IN,O
19,the,the,DT,O
19,honour,honour,NN,O
19,of,of,IN,O
19,a,a,DT,O
19,private,private,JJ,O
19,audience,audience,NN,O
19,with,with,IN,O
19,her,she,PRP,O
19,in,in,IN,O
19,the,the,DT,O
19,course,course,NN,O
19,of,of,IN,O
19,this,this,DT,TIME
19,morning,morning,NN,TIME
19,?,?,.,O
19,"""","""",'',O
19,Before,before,IN,O
19,Elizabeth,Elizabeth,NNP,PERSON
19,had,have,VBD,O
19,time,time,NN,O
19,for,for,IN,O
19,any,any,DT,O
19,thing,thing,NN,O
19,but,but,CC,O
19,a,a,DT,O
19,blush,blush,NN,O
19,of,of,IN,O
19,surprise,surprise,NN,O
19,",",",",",",O
19,Mrs.,Mrs.,NNP,O
19,Bennet,Bennet,NNP,PERSON
19,instantly,instantly,RB,O
19,answered,answer,VBD,O
19,",",",",",",O
19,"""","""",``,O
19,Oh,oh,UH,O
19,dear,dear,JJ,O
19,!,!,.,O
19,--,--,:,O
19,Yes,yes,UH,O
19,--,--,:,O
19,certainly,certainly,RB,O
19,.,.,.,O
19,--,--,:,O
19,I,I,PRP,O
19,am,be,VBP,O
19,sure,sure,JJ,O
19,Lizzy,Lizzy,NNP,PERSON
19,will,will,MD,O
19,be,be,VB,O
19,very,very,RB,O
19,happy,happy,JJ,O
19,--,--,:,O
19,I,I,PRP,O
19,am,be,VBP,O
19,sure,sure,JJ,O
19,she,she,PRP,O
19,can,can,MD,O
19,have,have,VB,O
19,no,no,DT,O
19,objection,objection,NN,O
19,.,.,.,O
19,--,--,:,O
19,Come,come,VB,O
19,",",",",",",O
19,Kitty,Kitty,NNP,PERSON
19,",",",",",",O
19,I,I,PRP,O
19,want,want,VBP,O
19,you,you,PRP,O
