sentence,chapter
"And to be kept back on _such_ a motive!--I think it would not be very likely to promote sisterly affection or delicacy of mind.""",29
"""Upon my word,"" said her Ladyship, ""you give your opinion very decidedly for so young a person.--Pray, what is your age?""",29
"""With three younger sisters grown up,"" replied Elizabeth smiling, ""your Ladyship can hardly expect me to own it.""",29
Lady Catherine seemed quite astonished at not receiving a direct answer; and Elizabeth suspected herself to be the first creature who had ever dared to trifle with so much dignified impertinence.,29
"""You cannot be more than twenty, I am sure,--therefore you need not conceal your age.""",29
"""I am not one and twenty.""",29
"When the gentlemen had joined them, and tea was over, the card tables were placed.",29
"Lady Catherine, Sir William, and Mr. and Mrs. Collins sat down to quadrille; and as Miss De Bourgh chose to play at cassino, the two girls had the honour of assisting Mrs. Jenkinson to make up her party.",29
Their table was superlatively stupid.,29
"Scarcely a syllable was uttered that did not relate to the game, except when Mrs. Jenkinson expressed her fears of Miss De Bourgh's being too hot or too cold, or having too much or too little light.",29
A great deal more passed at the other table.,29
"Lady Catherine was generally speaking--stating the mistakes of the three others, or relating some anecdote of herself.",29
"Mr. Collins was employed in agreeing to every thing her Ladyship said, thanking her for every fish he won, and apologising if he thought he won too many.",29
Sir William did not say much.,29
He was storing his memory with anecdotes and noble names.,29
"When Lady Catherine and her daughter had played as long as they chose, the tables were broke up, the carriage was offered to Mrs. Collins, gratefully accepted, and immediately ordered.",29
The party then gathered round the fire to hear Lady Catherine determine what weather they were to have on the morrow.,29
"From these instructions they were summoned by the arrival of the coach, and with many speeches of thankfulness on Mr. Collins's side, and as many bows on Sir William's, they departed.",29
"As soon as they had driven from the door, Elizabeth was called on by her cousin, to give her opinion of all that she had seen at Rosings, which, for Charlotte's sake, she made more favourable than it really was.",29
"But her commendation, though costing her some trouble, could by no means satisfy Mr. Collins, and he was very soon obliged to take her Ladyship's praise into his own hands.",29
"Sir William staid only a week at Hunsford; but his visit was long enough to convince him of his daughter's being most comfortably settled, and of her possessing such a husband and such a neighbour as were not often met with.",30
"While Sir William was with them, Mr. Collins devoted his mornings to driving him out in his gig, and shewing him the country; but when he went away, the whole family returned to their usual employments, and Elizabeth was thankful to find that they did not see more of her cousin by the alteration, for the chief of the time between breakfast and dinner was now passed by him either at work in the garden, or in reading and writing, and looking out of window in his own book room, which fronted the road.",30
The room in which the ladies sat was backwards.,30
"Elizabeth at first had rather wondered that Charlotte should not prefer the dining-parlour for common use; it was a better sized room, and had a pleasanter aspect; but she soon saw that her friend had an excellent reason for what she did, for Mr. Collins would undoubtedly have been much less in his own apartment, had they sat in one equally lively; and she gave Charlotte credit for the arrangement.",30
"From the drawing-room they could distinguish nothing in the lane, and were indebted to Mr. Collins for the knowledge of what carriages went along, and how often especially Miss De Bourgh drove by in her phaeton, which he never failed coming to inform them of, though it happened almost every day.",30
"She not unfrequently stopped at the Parsonage, and had a few minutes' conversation with Charlotte, but was scarcely ever prevailed on to get out.",30
"Very few days passed in which Mr. Collins did not walk to Rosings, and not many in which his wife did not think it necessary to go likewise; and till Elizabeth recollected that there might be other family livings to be disposed of, she could not understand the sacrifice of so many hours.",30
"Now and then, they were honoured with a call from her Ladyship, and nothing escaped her observation that was passing in the room during these visits.",30
"She examined into their employments, looked at their work, and advised them to do it differently; found fault with the arrangement of the furniture, or detected the housemaid in negligence; and if she accepted any refreshment, seemed to do it only for the sake of finding out that Mrs. Collins's joints of meat were too large for her family.",30
"Elizabeth soon perceived that though this great lady was not in the commission of the peace for the county, she was a most active magistrate in her own parish, the minutest concerns of which were carried to her by Mr. Collins; and whenever any of the cottagers were disposed to be quarrelsome, discontented or too poor, she sallied forth into the village to settle their differences, silence their complaints, and scold them into harmony and plenty.",30
"The entertainment of dining at Rosings was repeated about twice a week; and, allowing for the loss of Sir William, and there being only one card table in the evening, every such entertainment was the counterpart of the first.",30
"Their other engagements were few; as the style of living of the neighbourhood in general, was beyond the Collinses' reach.",30
"This however was no evil to Elizabeth, and upon the whole she spent her time comfortably enough; there were half hours of pleasant conversation with Charlotte, and the weather was so fine for the time of year, that she had often great enjoyment out of doors.",30
"Her favourite walk, and where she frequently went while the others were calling on Lady Catherine, was along the open grove which edged that side of the park, where there was a nice sheltered path, which no one seemed to value but herself, and where she felt beyond the reach of Lady Catherine's curiosity.",30
"In this quiet way, the first fortnight of her visit soon passed away.",30
"Easter was approaching, and the week preceding it, was to bring an addition to the family at Rosings, which in so small a circle must be important.",30
"Elizabeth had heard soon after her arrival, that Mr. Darcy was expected there in the course of a few weeks, and though there were not many of her acquaintance whom she did not prefer, his coming would furnish one comparatively new to look at in their Rosings parties, and she might be amused in seeing how hopeless Miss Bingley's designs on him were, by his behaviour to his cousin, for whom he was evidently destined by Lady Catherine; who talked of his coming with the greatest satisfaction, spoke of him in terms of the highest admiration, and seemed almost angry to find that he had already been frequently seen by Miss Lucas and herself.",30
"His arrival was soon known at the Parsonage, for Mr. Collins was walking the whole morning within view of the lodges opening into Hunsford Lane, in order to have the earliest assurance of it; and after making his bow as the carriage turned into the Park, hurried home with the great intelligence.",30
On the following morning he hastened to Rosings to pay his respects.,30
"There were two nephews of Lady Catherine to require them, for Mr. Darcy had brought with him a Colonel Fitzwilliam, the younger son of his uncle, Lord ---- and to the great surprise of all the party, when Mr. Collins returned the gentlemen accompanied him.",30
"Charlotte had seen them from her husband's room, crossing the road, and immediately running into the other, told the girls what an honour they might expect, adding,  ""I may thank you, Eliza, for this piece of civility.",30
"Mr. Darcy would never have come so soon to wait upon me.""",30
"Elizabeth had scarcely time to disclaim all right to the compliment, before their approach was announced by the door-bell, and shortly afterwards the three gentlemen entered the room.",30
"Colonel Fitzwilliam, who led the way, was about thirty, not handsome, but in person and address most truly the gentleman.",30
"Mr. Darcy looked just as he had been used to look in Hertfordshire, paid his compliments, with his usual reserve, to Mrs. Collins; and whatever might be his feelings towards her friend, met her with every appearance of composure.",30
"Elizabeth merely curtseyed to him, without saying a word.",30
"Colonel Fitzwilliam entered into conversation directly with the readiness and ease of a well-bred man, and talked very pleasantly; but his cousin, after having addressed a slight observation on the house and garden to Mrs. Collins, sat for some time without speaking to any body.",30
"At length, however, his civility was so far awakened as to enquire of Elizabeth after the health of her family.",30
"She answered him in the usual way, and after a moment's pause, added,  ""My eldest sister has been in town these three months.",30
"Have you never happened to see her there?""",30
She was perfectly sensible that he never had; but she wished to see whether he would betray any consciousness of what had passed between the Bingleys and Jane; and she thought he looked a little confused as he answered that he had never been so fortunate as to meet Miss Bennet.,30
"The subject was pursued no farther, and the gentlemen soon afterwards went away.",30
"Colonel Fitzwilliam's manners were very much admired at the parsonage, and the ladies all felt that he must add considerably to the pleasure of their engagements at Rosings.",31
"It was some days, however, before they received any invitation thither, for while there were visitors in the house, they could not be necessary; and it was not till Easter-day, almost a week after the gentlemen's arrival, that they were honoured by such an attention, and then they were merely asked on leaving church to come there in the evening.",31
For the last week they had seen very little of either Lady Catherine or her daughter.,31
"Colonel Fitzwilliam had called at the parsonage more than once during the time, but Mr. Darcy they had only seen at church.",31
"The invitation was accepted of course, and at a proper hour they joined the party in Lady Catherine's drawing-room.",31
"Her ladyship received them civilly, but it was plain that their company was by no means so acceptable as when she could get nobody else; and she was, in fact, almost engrossed by her nephews, speaking to them, especially to Darcy, much more than to any other person in the room.",31
Colonel Fitzwilliam seemed really glad to see them; any thing was a welcome relief to him at Rosings; and Mrs. Collins's pretty friend had moreover caught his fancy very much.,31
"He now seated himself by her, and talked so agreeably of Kent and Hertfordshire, of travelling and staying at home, of new books and music, that Elizabeth had never been half so well entertained in that room before; and they conversed with so much spirit and flow, as to draw the attention of Lady Catherine herself, as well as of Mr. Darcy.",31
"_His_ eyes had been soon and repeatedly turned towards them with a look of curiosity; and that her ladyship after a while shared the feeling, was more openly acknowledged, for she did not scruple to call out,  ""What is that you are saying, Fitzwilliam?",31
What is it you are talking of?,31
What are you telling Miss Bennet?,31
"Let me hear what it is.""",31
"""We are speaking of music, Madam,"" said he, when no longer able to avoid a reply.",31
"""Of music!",31
Then pray speak aloud.,31
It is of all subjects my delight.,31
"I must have my share in the conversation, if you are speaking of music.",31
"There are few people in England, I suppose, who have more true enjoyment of music than myself, or a better natural taste.",31
"If I had ever learnt, I should have been a great proficient.",31
"And so would Anne, if her health had allowed her to apply.",31
I am confident that she would have performed delightfully.,31
"How does Georgiana get on, Darcy?""",31
Mr. Darcy spoke with affectionate praise of his sister's proficiency.,31
"""I am very glad to hear such a good account of her,"" said Lady Catherine; ""and pray tell her from me, that she cannot expect to excel, if she does not practise a great deal.""",31
"""I assure you, Madam,"" he replied, ""that she does not need such advice.",31
"She practises very constantly.""",31
"""So much the better.",31
"It cannot be done too much; and when I next write to her, I shall charge her not to neglect it on any account.",31
"I often tell young ladies, that no excellence in music is to be acquired, without constant practice.",31
"I have told Miss Bennet several times, that she will never play really well, unless she practises more; and though Mrs. Collins has no instrument, she is very welcome, as I have often told her, to come to Rosings every day, and play on the piano-forte in Mrs. Jenkinson's room.",31
"She would be in nobody's way, you know, in that part of the house.""",31
"Mr. Darcy looked a little ashamed of his aunt's ill breeding, and made no answer.",31
"When coffee was over, Colonel Fitzwilliam reminded Elizabeth of having promised to play to him; and she sat down directly to the instrument.",31
He drew a chair near her.,31
"Lady Catherine listened to half a song, and then talked, as before, to her other nephew; till the latter walked away from her, and moving with his usual deliberation towards the piano-forte, stationed himself so as to command a full view of the fair performer's countenance.",31
"Elizabeth saw what he was doing, and at the first convenient pause, turned to him with an arch smile, and said,  ""You mean to frighten me, Mr. Darcy, by coming in all this state to hear me?",31
But I will not be alarmed though your sister _does_ play so well.,31
There is a stubbornness about me that never can bear to be frightened at the will of others.,31
"My courage always rises with every attempt to intimidate me.""",31
"""I shall not say that you are mistaken,"" he replied, ""because you could not really believe me to entertain any design of alarming you; and I have had the pleasure of your acquaintance long enough to know, that you find great enjoyment in occasionally professing opinions which in fact are not your own.""",31
"Elizabeth laughed heartily at this picture of herself, and said to Colonel Fitzwilliam, ""Your cousin will give you a very pretty notion of me, and teach you not to believe a word I say.",31
"I am particularly unlucky in meeting with a person so well able to expose my real character, in a part of the world, where I had hoped to pass myself off with some degree of credit.",31
"Indeed, Mr. Darcy, it is very ungenerous in you to mention all that you knew to my disadvantage in Hertfordshire--and, give me leave to say, very impolitic too--for it is provoking me to retaliate, and such things may come out, as will shock your relations to hear.""",31
"""I am not afraid of you,"" said he, smilingly.",31
"""Pray let me hear what you have to accuse him of,"" cried Colonel Fitzwilliam.",31
"""I should like to know how he behaves among strangers.""",31
"""You shall hear then--but prepare yourself for something very dreadful.",31
"The first time of my ever seeing him in Hertfordshire, you must know, was at a ball--and at this ball, what do you think he did?",31
He danced only four dances!,31
I am sorry to pain you--but so it was.,31
"He danced only four dances, though gentlemen were scarce; and, to my certain knowledge, more than one young lady was sitting down in want of a partner.",31
"Mr. Darcy, you cannot deny the fact.""",31
"""I had not at that time the honour of knowing any lady in the assembly beyond my own party.""",31
"""True; and nobody can ever be introduced in a ball room.",31
"Well, Colonel Fitzwilliam, what do I play next?",31
"My fingers wait your orders.""",31
"""Perhaps,"" said Darcy, ""I should have judged better, had I sought an introduction, but I am ill qualified to recommend myself to strangers.""",31
"""Shall we ask your cousin the reason of this?""",31
"said Elizabeth, still addressing Colonel Fitzwilliam.",31
"""Shall we ask him why a man of sense and education, and who has lived in the world, is ill qualified to recommend himself to strangers?""",31
"""I can answer your question,"" said Fitzwilliam, ""without applying to him.",31
"It is because he will not give himself the trouble.""",31
"""I certainly have not the talent which some people possess,"" said Darcy, ""of conversing easily with those I have never seen before.",31
"I cannot catch their tone of conversation, or appear interested in their concerns, as I often see done.""",31
"""My fingers,"" said Elizabeth, ""do not move over this instrument in the masterly manner which I see so many women's do.",31
"They have not the same force or rapidity, and do not produce the same expression.",31
But then I have always supposed it to be my own fault--because I would not take the trouble of practising.,31
"It is not that I do not believe _my_ fingers as capable as any other woman's of superior execution.""",31
"Darcy smiled and said, ""You are perfectly right.",31
You have employed your time much better.,31
"No one admitted to the privilege of hearing you, can think any thing wanting.",31
"We neither of us perform to strangers.""",31
"Here they were interrupted by Lady Catherine, who called out to know what they were talking of.",31
Elizabeth immediately began playing again.,31
"Lady Catherine approached, and, after listening for a few minutes, said to Darcy,  ""Miss Bennet would not play at all amiss, if she practised more, and could have the advantage of a London master.",31
"She has a very good notion of fingering, though her taste is not equal to Anne's.",31
"Anne would have been a delightful performer, had her health allowed her to learn.""",31
"Elizabeth looked at Darcy to see how cordially he assented to his cousin's praise; but neither at that moment nor at any other could she discern any symptom of love; and from the whole of his behaviour to Miss De Bourgh she derived this comfort for Miss Bingley, that he might have been just as likely to marry _her_, had she been his relation.",31
"Lady Catherine continued her remarks on Elizabeth's performance, mixing with them many instructions on execution and taste.",31
Elizabeth received them with all the forbearance of civility; and at the request of the gentlemen remained at the instrument till her Ladyship's carriage was ready to take them all home.,31
"Elizabeth was sitting by herself the next morning, and writing to Jane, while Mrs. Collins and Maria were gone on business into the village, when she was startled by a ring at the door, the certain signal of a visitor.",32
"As she had heard no carriage, she thought it not unlikely to be Lady Catherine, and under that apprehension was putting away her half-finished letter that she might escape all impertinent questions, when the door opened, and to her very great surprise, Mr. Darcy, and Mr. Darcy only, entered the room.",32
"He seemed astonished too on finding her alone, and apologised for his intrusion, by letting her know that he had understood all the ladies to be within.",32
"They then sat down, and when her enquiries after Rosings were made, seemed in danger of sinking into total silence.",32
"It was absolutely necessary, therefore, to think of something, and in this emergence recollecting _when_ she had seen him last in Hertfordshire, and feeling curious to know what he would say on the subject of their hasty departure, she observed,  ""How very suddenly you all quitted Netherfield last November, Mr. Darcy!",32
"It must have been a most agreeable surprise to Mr. Bingley to see you all after him so soon; for, if I recollect right, he went but the day before.",32
"He and his sisters were well, I hope, when you left London.""",32
"""Perfectly so--I thank you.""",32
"She found that she was to receive no other answer--and, after a short pause, added,  ""I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again?""",32
"""I have never heard him say so; but it is probable that he may spend very little of his time there in future.",32
"He has many friends, and he is at a time of life when friends and engagements are continually increasing.""",32
"""If he means to be but little at Netherfield, it would be better for the neighbourhood that he should give up the place entirely, for then we might possibly get a settled family there.",32
"But perhaps Mr. Bingley did not take the house so much for the convenience of the neighbourhood as for his own, and we must expect him to keep or quit it on the same principle.""",32
"""I should not be surprised,"" said Darcy, ""if he were to give it up, as soon as any eligible purchase offers.""",32
Elizabeth made no answer.,32
"She was afraid of talking longer of his friend; and, having nothing else to say, was now determined to leave the trouble of finding a subject to him.",32
"He took the hint, and soon began with, ""This seems a very comfortable house.",32
"Lady Catherine, I believe, did a great deal to it when Mr. Collins first came to Hunsford.""",32
"""I believe she did--and I am sure she could not have bestowed her kindness on a more grateful object.""",32
"""Mr. Collins appears very fortunate in his choice of a wife.""",32
"""Yes, indeed; his friends may well rejoice in his having met with one of the very few sensible women who would have accepted him, or have made him happy if they had.",32
My friend has an excellent understanding--though I am not certain that I consider her marrying Mr. Collins as the wisest thing she ever did.,32
"She seems perfectly happy, however, and in a prudential light, it is certainly a very good match for her.""",32
"""It must be very agreeable to her to be settled within so easy a distance of her own family and friends.""",32
"""An easy distance do you call it?",32
"It is nearly fifty miles.""",32
"""And what is fifty miles of good road?",32
Little more than half a day's journey.,32
"Yes, I call it a _very_ easy distance.""",32
"""I should never have considered the distance as one of the _advantages_ of the match,"" cried Elizabeth.",32
"""I should never have said Mrs. Collins was settled _near_ her family.""",32
"""It is a proof of your own attachment to Hertfordshire.",32
"Any thing beyond the very neighbourhood of Longbourn, I suppose, would appear far.""",32
"As he spoke there was a sort of smile, which Elizabeth fancied she understood; he must be supposing her to be thinking of Jane and Netherfield, and she blushed as she answered,  ""I do not mean to say that a woman may not be settled too near her family.",32
"The far and the near must be relative, and depend on many varying circumstances.",32
"Where there is fortune to make the expence of travelling unimportant, distance becomes no evil.",32
But that is not the case _here_.,32
"Mr. and Mrs. Collins have a comfortable income, but not such a one as will allow of frequent journeys--and I am persuaded my friend would not call herself _near_ her family under less than _half_ the present distance.""",32
"Mr. Darcy drew his chair a little towards her, and said, ""_You_ cannot have a right to such very strong local attachment.",32
"_You_ cannot have been always at Longbourn.""",32
Elizabeth looked surprised.,32
"The gentleman experienced some change of feeling; he drew back his chair, took a newspaper from the table, and, glancing over it, said, in a colder voice,  ""Are you pleased with Kent?""",32
"A short dialogue on the subject of the country ensued, on either side calm and concise--and soon put an end to by the entrance of Charlotte and her sister, just returned from their walk.",32
The tête-à-tête surprised them.,32
"Mr. Darcy related the mistake which had occasioned his intruding on Miss Bennet, and after sitting a few minutes longer without saying much to any body, went away.",32
"""What can be the meaning of this!""",32
"said Charlotte, as soon as he was gone.",32
"""My dear Eliza he must be in love with you, or he would never have called on us in this familiar way.""",32
"But when Elizabeth told of his silence, it did not seem very likely, even to Charlotte's wishes, to be the case; and after various conjectures, they could at last only suppose his visit to proceed from the difficulty of finding any thing to do, which was the more probable from the time of year.",32
All field sports were over.,32
"Within doors there was Lady Catherine, books, and a billiard table, but gentlemen cannot be always within doors; and in the nearness of the Parsonage, or the pleasantness of the walk to it, or of the people who lived in it, the two cousins found a temptation from this period of walking thither almost every day.",32
"They called at various times of the morning, sometimes separately, sometimes together, and now and then accompanied by their aunt.",32
"It was plain to them all that Colonel Fitzwilliam came because he had pleasure in their society, a persuasion which of course recommended him still more; and Elizabeth was reminded by her own satisfaction in being with him, as well as by his evident admiration of her, of her former favourite George Wickham; and though, in comparing them, she saw there was less captivating softness in Colonel Fitzwilliam's manners, she believed he might have the best informed mind.",32
"But why Mr. Darcy came so often to the Parsonage, it was more difficult to understand.",32
"It could not be for society, as he frequently sat there ten minutes together without opening his lips; and when he did speak, it seemed the effect of necessity rather than of choice--a sacrifice to propriety, not a pleasure to himself.",32
He seldom appeared really animated.,32
Mrs. Collins knew not what to make of him.,32
"Colonel Fitzwilliam's occasionally laughing at his stupidity, proved that he was generally different, which her own knowledge of him could not have told her; and as she would have liked to believe this change the effect of love, and the object of that love, her friend Eliza, she sat herself seriously to work to find it out.--She watched him whenever they were at Rosings, and whenever he came to Hunsford; but without much success.",32
"He certainly looked at her friend a great deal, but the expression of that look was disputable.",32
"It was an earnest, steadfast gaze, but she often doubted whether there were much admiration in it, and sometimes it seemed nothing but absence of mind.",32
"She had once or twice suggested to Elizabeth the possibility of his being partial to her, but Elizabeth always laughed at the idea; and Mrs. Collins did not think it right to press the subject, from the danger of raising expectations which might only end in disappointment; for in her opinion it admitted not of a doubt, that all her friend's dislike would vanish, if she could suppose him to be in her power.",32
"In her kind schemes for Elizabeth, she sometimes planned her marrying Colonel Fitzwilliam.",32
"He was beyond comparison the pleasantest man; he certainly admired her, and his situation in life was most eligible; but, to counterbalance these advantages, Mr. Darcy had considerable patronage in the church, and his cousin could have none at all.",32
"More than once did Elizabeth in her ramble within the Park, unexpectedly meet Mr.",33
"Darcy.--She felt all the perverseness of the mischance that should bring him where no one else was brought; and to prevent its ever happening again, took care to inform him at first, that it was a favourite haunt of hers.--How it could occur a second time therefore was very odd!--Yet it did, and even a third.",33
"It seemed like wilful ill-nature, or a voluntary penance, for on these occasions it was not merely a few formal enquiries and an awkward pause and then away, but he actually thought it necessary to turn back and walk with her.",33
"He never said a great deal, nor did she give herself the trouble of talking or of listening much; but it struck her in the course of their third rencontre that he was asking some odd unconnected questions--about her pleasure in being at Hunsford, her love of solitary walks, and her opinion of Mr. and Mrs. Collins's happiness; and that in speaking of Rosings and her not perfectly understanding the house, he seemed to expect that whenever she came into Kent again she would be staying _there_ too.",33
His words seemed to imply it.,33
Could he have Colonel Fitzwilliam in his thoughts?,33
"She supposed, if he meant any thing, he must mean an allusion to what might arise in that quarter.",33
"It distressed her a little, and she was quite glad to find herself at the gate in the pales opposite the Parsonage.",33
"She was engaged one day as she walked, in re-perusing Jane's last letter, and dwelling on some passages which proved that Jane had not written in spirits, when, instead of being again surprised by Mr. Darcy, she saw on looking up that Colonel Fitzwilliam was meeting her.",33
"Putting away the letter immediately and forcing a smile, she said,  ""I did not know before that you ever walked this way.""",33
"""I have been making the tour of the Park,"" he replied, ""as I generally do every year, and intend to close it with a call at the Parsonage.",33
"Are you going much farther?""",33
"""No, I should have turned in a moment.""",33
"And accordingly she did turn, and they walked towards the Parsonage together.",33
"""Do you certainly leave Kent on Saturday?""",33
said she.,33
"""Yes--if Darcy does not put it off again.",33
But I am at his disposal.,33
"He arranges the business just as he pleases.""",33
"""And if not able to please himself in the arrangement, he has at least great pleasure in the power of choice.",33
I do not know any body who seems more to enjoy the power of doing what he likes than Mr.,33
"Darcy.""",33
"""He likes to have his own way very well,"" replied Colonel Fitzwilliam.",33
"""But so we all do.",33
"It is only that he has better means of having it than many others, because he is rich, and many others are poor.",33
I speak feelingly.,33
"A younger son, you know, must be inured to self-denial and dependence.""",33
"""In my opinion, the younger son of an Earl can know very little of either.",33
"Now, seriously, what have you ever known of self-denial and dependence?",33
"When have you been prevented by want of money from going wherever you chose, or procuring any thing you had a fancy for?""",33
"""These are home questions--and perhaps I cannot say that I have experienced many hardships of that nature.",33
"But in matters of greater weight, I may suffer from the want of money.",33
"Younger sons cannot marry where they like.""",33
"""Unless where they like women of fortune, which I think they very often do.""",33
"""Our habits of expence make us too dependant, and there are not many in my rank of life who can afford to marry without some attention to money.""",33
"""Is this,"" thought Elizabeth, ""meant for me?""",33
"and she coloured at the idea; but, recovering herself, said in a lively tone, ""And pray, what is the usual price of an Earl's younger son?",33
"Unless the elder brother is very sickly, I suppose you would not ask above fifty thousand pounds.""",33
"He answered her in the same style, and the subject dropped.",33
"To interrupt a silence which might make him fancy her affected with what had passed, she soon afterwards said,  ""I imagine your cousin brought you down with him chiefly for the sake of having somebody at his disposal.",33
"I wonder he does not marry, to secure a lasting convenience of that kind.",33
"But, perhaps his sister does as well for the present, and, as she is under his sole care, he may do what he likes with her.""",33
"""No,"" said Colonel Fitzwilliam, ""that is an advantage which he must divide with me.",33
"I am joined with him in the guardianship of Miss Darcy.""",33
"""Are you, indeed?",33
And pray what sort of guardians do you make?,33
Does your charge give you much trouble?,33
"Young ladies of her age, are sometimes a little difficult to manage, and if she has the true Darcy spirit, she may like to have her own way.""",33
"As she spoke, she observed him looking at her earnestly, and the manner in which he immediately asked her why she supposed Miss Darcy likely to give them any uneasiness, convinced her that she had somehow or other got pretty near the truth.",33
"She directly replied,  ""You need not be frightened.",33
I never heard any harm of her; and I dare say she is one of the most tractable creatures in the world.,33
"She is a very great favourite with some ladies of my acquaintance, Mrs. Hurst and Miss Bingley.",33
"I think I have heard you say that you know them.""",33
"""I know them a little.",33
"Their brother is a pleasant gentleman-like man--he is a great friend of Darcy's.""",33
"""Oh!",33
"yes,"" said Elizabeth drily--""Mr. Darcy is uncommonly kind to Mr. Bingley, and takes a prodigious deal of care of him.""",33
"""Care of him!--Yes, I really believe Darcy _does_ take care of him in those points where he most wants care.",33
"From something that he told me in our journey hither, I have reason to think Bingley very much indebted to him.",33
"But I ought to beg his pardon, for I have no right to suppose that Bingley was the person meant.",33
"It was all conjecture.""",33
"""What is it you mean?""",33
"""It is a circumstance which Darcy of course would not wish to be generally known, because if it were to get round to the lady's family, it would be an unpleasant thing.""",33
"""You may depend upon my not mentioning it.""",33
"""And remember that I have not much reason for supposing it to be Bingley.",33
"What he told me was merely this; that he congratulated himself on having lately saved a friend from the inconveniences of a most imprudent marriage, but without mentioning names or any other particulars, and I only suspected it to be Bingley from believing him the kind of young man to get into a scrape of that sort, and from knowing them to have been together the whole of last summer.""",33
"""Did Mr. Darcy give you his reasons for this interference?""",33
"""I understood that there were some very strong objections against the lady.""",33
"""And what arts did he use to separate them?""",33
"""He did not talk to me of his own arts,"" said Fitzwilliam smiling.",33
"""He only told me, what I have now told you.""",33
"Elizabeth made no answer, and walked on, her heart swelling with indignation.",33
"After watching her a little, Fitzwilliam asked her why she was so thoughtful.",33
"""I am thinking of what you have been telling me,"" said she.",33
"""Your cousin's conduct does not suit my feelings.",33
"Why was he to be the judge?""",33
"""You are rather disposed to call his interference officious?""",33
"""I do not see what right Mr. Darcy had to decide on the propriety of his friend's inclination, or why, upon his own judgment alone, he was to determine and direct in what manner that friend was to be happy.""",33
"""But,"" she continued, recollecting herself, ""as we know none of the particulars, it is not fair to condemn him.",33
"It is not to be supposed that there was much affection in the case.""",33
"""That is not an unnatural surmise,"" said Fitzwilliam, ""but it is lessening the honour of my cousin's triumph very sadly.""",33
"This was spoken jestingly, but it appeared to her so just a picture of Mr. Darcy, that she would not trust herself with an answer; and, therefore, abruptly changing the conversation, talked on indifferent matters till they reached the parsonage.",33
"There, shut into her own room, as soon as their visitor left them, she could think without interruption of all that she had heard.",33
It was not to be supposed that any other people could be meant than those with whom she was connected.,33
"There could not exist in the world _two_ men, over whom Mr. Darcy could have such boundless influence.",33
"That he had been concerned in the measures taken to separate Mr. Bingley and Jane, she had never doubted; but she had always attributed to Miss Bingley the principal design and arrangement of them.",33
"If his own vanity, however, did not mislead him, _he_ was the cause, his pride and caprice were the cause of all that Jane had suffered, and still continued to suffer.",33
"He had ruined for a while every hope of happiness for the most affectionate, generous heart in the world; and no one could say how lasting an evil he might have inflicted.",33
"""There were some very strong objections against the lady,"" were Colonel Fitzwilliam's words, and these strong objections probably were, her having one uncle who was a country attorney, and another who was in business in London.",33
"""To Jane herself,"" she exclaimed, ""there could be no possibility of objection.",33
All loveliness and goodness as she is!,33
"Her understanding excellent, her mind improved, and her manners captivating.",33
"Neither could any thing be urged against my father, who, though with some peculiarities, has abilities which Mr. Darcy himself need not disdain, and respectability which he will probably never reach.""",33
"When she thought of her mother indeed, her confidence gave way a little, but she would not allow that any objections _there_ had material weight with Mr. Darcy, whose pride, she was convinced, would receive a deeper wound from the want of importance in his friend's connections, than from their want of sense; and she was quite decided at last, that he had been partly governed by this worst kind of pride, and partly by the wish of retaining Mr. Bingley for his sister.",33
"The agitation and tears which the subject occasioned, brought on a headache; and it grew so much worse towards the evening that, added to her unwillingness to see Mr. Darcy, it determined her not to attend her cousins to Rosings, where they were engaged to drink tea.",33
"Mrs. Collins, seeing that she was really unwell, did not press her to go, and as much as possible prevented her husband from pressing her, but Mr. Collins could not conceal his apprehension of Lady Catherine's being rather displeased by her staying at home.",33
"When they were gone, Elizabeth, as if intending to exasperate herself as much as possible against Mr. Darcy, chose for her employment the examination of all the letters which Jane had written to her since her being in Kent.",34
"They contained no actual complaint, nor was there any revival of past occurrences, or any communication of present suffering.",34
"But in all, and in almost every line of each, there was a want of that cheerfulness which had been used to characterize her style, and which, proceeding from the serenity of a mind at ease with itself, and kindly disposed towards every one, had been scarcely ever clouded.",34
"Elizabeth noticed every sentence conveying the idea of uneasiness, with an attention which it had hardly received on the first perusal.",34
"Mr. Darcy's shameful boast of what misery he had been able to inflict, gave her a keener sense of her sister's sufferings.",34
"It was some consolation to think that his visit to Rosings was to end on the day after the next, and a still greater, that in less than a fortnight she should herself be with Jane again, and enabled to contribute to the recovery of her spirits, by all that affection could do.",34
"She could not think of Darcy's leaving Kent, without remembering that his cousin was to go with him; but Colonel Fitzwilliam had made it clear that he had no intentions at all, and agreeable as he was, she did not mean to be unhappy about him.",34
"While settling this point, she was suddenly roused by the sound of the door bell, and her spirits were a little fluttered by the idea of its being Colonel Fitzwilliam himself, who had once before called late in the evening, and might now come to enquire particularly after her.",34
"But this idea was soon banished, and her spirits were very differently affected, when, to her utter amazement, she saw Mr. Darcy walk into the room.",34
"In an hurried manner he immediately began an enquiry after her health, imputing his visit to a wish of hearing that she were better.",34
She answered him with cold civility.,34
"He sat down for a few moments, and then getting up walked about the room.",34
"Elizabeth was surprised, but said not a word.",34
"After a silence of several minutes he came towards her in an agitated manner, and thus began,  ""In vain have I struggled.",34
It will not do.,34
My feelings will not be repressed.,34
